i	j	iLIS_best	iLIS_avg	ipTM_best
9390	11286	0.498	0.427	0.38
11956	10605	0.497	0.482	0.42
13448	13103	0.496	0.110	0.78
11726	10997	0.496	0.269	0.36
12364	9572	0.496	0.274	0.56
9376	3333	0.496	0.445	0.79
11009	7659	0.496	0.199	0.46
6156	10931	0.496	0.389	0.81
12461	13043	0.495	0.099	0.88
8188	7278	0.494	0.217	0.40
8188	1018	0.494	0.453	0.83
11555	13887	0.493	0.266	0.52
11726	12203	0.493	0.147	0.54
11904	13903	0.493	0.190	0.66
11300	13337	0.492	0.124	0.60
13041	10281	0.492	0.424	0.55
10997	351	0.492	0.403	0.43
1015	8660	0.492	0.098	0.57
580	70	0.491	0.297	0.53
13337	4868	0.491	0.273	0.62
9390	351	0.491	0.427	0.45
11300	13903	0.490	0.281	0.41
10531	3111	0.490	0.180	0.70
4277	721	0.489	0.359	0.81
11314	7591	0.489	0.105	0.88
1018	1015	0.489	0.295	0.71
158	721	0.489	0.348	0.74
9046	13903	0.489	0.109	0.58
12423	6156	0.489	0.106	0.79
7589	12789	0.488	0.407	0.51
10008	11272	0.488	0.347	0.79
7706	9990	0.488	0.467	0.80
8188	12819	0.488	0.291	0.51
9571	11903	0.488	0.169	0.50
1009	7278	0.487	0.454	0.90
9683	7603	0.487	0.368	0.33
11286	1003	0.487	0.339	0.59
12820	11281	0.487	0.119	0.49
13337	13133	0.487	0.229	0.76
13133	1010	0.486	0.224	0.84
13133	8660	0.486	0.358	0.75
9683	13887	0.485	0.438	0.68
1088	806	0.485	0.387	0.42
9740	9376	0.485	0.374	0.47
7675	7603	0.485	0.107	0.52
12399	1015	0.484	0.275	0.42
13337	3333	0.484	0.168	0.75
547	7603	0.484	0.277	0.63
70	9544	0.484	0.097	0.84
10605	4277	0.483	0.247	0.80
7430	351	0.483	0.374	0.41
1043	12077	0.482	0.261	0.50
1573	8620	0.482	0.127	0.85
13881	8367	0.482	0.124	0.57
5943	8367	0.482	0.096	0.64
9390	11281	0.482	0.460	0.35
8696	12543	0.482	0.432	0.43
12399	9564	0.482	0.130	0.50
1015	6156	0.482	0.275	0.72
3308	13934	0.481	0.286	0.53
8321	1019	0.481	0.096	0.70
13448	11009	0.481	0.141	0.70
197	11277	0.480	0.401	0.48
750	11904	0.480	0.104	0.66
8696	9990	0.480	0.431	0.82
10320	721	0.480	0.204	0.59
9683	10931	0.479	0.180	0.57
1003	7202	0.479	0.424	0.53
11061	13103	0.479	0.196	0.84
11726	721	0.479	0.262	0.56
11282	487	0.479	0.190	0.35
11624	7964	0.479	0.303	0.55
13287	13337	0.478	0.202	0.36
1009	10531	0.478	0.156	0.82
13870	11080	0.478	0.456	0.51
9390	9376	0.478	0.417	0.50
13043	13042	0.477	0.442	0.82
40	12543	0.476	0.270	0.28
9376	10981	0.476	0.340	0.48
547	12462	0.476	0.301	0.60
7706	12543	0.475	0.206	0.79
7706	13886	0.475	0.431	0.77
13337	7975	0.475	0.316	0.54
11826	4122	0.474	0.251	0.52
10958	9544	0.474	0.435	0.77
1015	7591	0.474	0.260	0.45
919	7659	0.474	0.219	0.52
11726	9572	0.473	0.402	0.54
10957	12154	0.472	0.440	0.81
9377	12862	0.472	0.094	0.54
12461	12789	0.472	0.344	0.43
11300	8660	0.472	0.094	0.65
13287	10412	0.472	0.094	0.39
197	13103	0.472	0.294	0.81
9377	7603	0.471	0.355	0.57
11274	11956	0.471	0.154	0.78
8188	10989	0.471	0.094	0.49
11909	9564	0.471	0.108	0.78
70	12549	0.471	0.390	0.47
9376	11904	0.471	0.224	0.66
9572	9958	0.471	0.094	0.55
8321	70	0.471	0.208	0.44
9377	8620	0.471	0.356	0.55
11274	204	0.470	0.265	0.77
11273	9390	0.470	0.371	0.83
10957	9683	0.470	0.414	0.85
6939	13042	0.470	0.221	0.74
9990	8315	0.470	0.157	0.77
10930	12077	0.470	0.210	0.50
10605	721	0.470	0.094	0.57
12862	12462	0.469	0.094	0.38
13287	9817	0.469	0.340	0.41
11272	11009	0.469	0.094	0.80
9390	1043	0.469	0.094	0.59
12862	2109	0.469	0.155	0.62
10930	10931	0.468	0.319	0.58
9390	12461	0.468	0.365	0.37
9247	8620	0.468	0.392	0.50
7278	6156	0.468	0.202	0.87
12839	12549	0.467	0.230	0.73
10531	12154	0.467	0.416	0.73
6939	1015	0.467	0.113	0.73
9552	11281	0.467	0.401	0.36
1017	7278	0.467	0.441	0.72
13338	9714	0.467	0.093	0.57
9683	1088	0.467	0.374	0.77
12862	12819	0.466	0.197	0.25
7964	13903	0.466	0.093	0.46
13886	12789	0.466	0.428	0.38
7430	11281	0.466	0.413	0.36
12862	70	0.465	0.093	0.38
8188	9046	0.464	0.221	0.63
10412	721	0.464	0.093	0.56
11061	12364	0.464	0.124	0.78
11726	289	0.464	0.237	0.50
10957	9544	0.464	0.425	0.77
7446	12803	0.464	0.165	0.64
1015	11904	0.464	0.105	0.65
1959	351	0.464	0.100	0.62
40	7975	0.464	0.282	0.48
9377	13133	0.463	0.313	0.79
8126	11555	0.463	0.336	0.53
13041	1015	0.463	0.189	0.46
8967	13514	0.463	0.098	0.45
13041	12543	0.462	0.381	0.48
12430	8990	0.462	0.092	0.69
547	8188	0.462	0.312	0.65
858	2109	0.462	0.368	0.63
9390	13448	0.462	0.392	0.68
11956	13886	0.461	0.092	0.45
8188	8367	0.461	0.112	0.57
9931	13886	0.461	0.416	0.71
8696	9042	0.461	0.131	0.66
9046	9326	0.460	0.345	0.64
11273	11726	0.460	0.231	0.83
8909	10959	0.460	0.386	0.80
13287	811	0.460	0.297	0.43
1007	1523	0.459	0.223	0.80
70	6683	0.459	0.302	0.59
1013	721	0.459	0.200	0.81
1015	1010	0.458	0.230	0.41
11274	7603	0.458	0.238	0.84
9740	12862	0.458	0.092	0.47
11286	5943	0.458	0.248	0.64
7891	9185	0.458	0.362	0.38
9390	3075	0.457	0.297	0.49
10118	13887	0.457	0.142	0.42
10989	10281	0.457	0.305	0.55
9714	891	0.457	0.091	0.69
9825	6216	0.457	0.361	0.69
7706	13042	0.457	0.091	0.73
6939	10412	0.457	0.162	0.76
7675	12549	0.457	0.091	0.39
197	3373	0.456	0.379	0.77
13133	12364	0.456	0.348	0.74
9931	9990	0.456	0.405	0.76
7735	9326	0.456	0.281	0.43
10958	9683	0.456	0.383	0.82
12615	9572	0.456	0.434	0.61
9390	12789	0.455	0.398	0.41
7589	13337	0.455	0.091	0.56
7430	11279	0.455	0.106	0.69
11951	9564	0.455	0.313	0.39
1011	7964	0.455	0.100	0.75
3075	13220	0.455	0.117	0.54
6683	7975	0.455	0.164	0.43
11265	9564	0.455	0.091	0.50
11726	8696	0.455	0.407	0.46
8090	12077	0.454	0.172	0.50
8696	13041	0.454	0.417	0.50
5943	4868	0.453	0.241	0.54
8696	11956	0.453	0.187	0.50
10982	10981	0.453	0.244	0.49
10605	7659	0.453	0.185	0.49
9390	9247	0.453	0.379	0.46
1015	13886	0.453	0.330	0.38
9825	1548	0.452	0.402	0.60
8696	13886	0.452	0.405	0.41
13062	4277	0.452	0.171	0.76
1015	4868	0.452	0.300	0.44
9046	3333	0.451	0.090	0.78
1959	8620	0.451	0.149	0.60
9376	8620	0.451	0.375	0.50
13041	9544	0.451	0.406	0.78
10997	9552	0.451	0.103	0.38
6583	10981	0.451	0.165	0.62
858	1016	0.450	0.283	0.71
12900	721	0.450	0.090	0.78
9390	6156	0.450	0.433	0.79
8090	13903	0.449	0.090	0.49
7589	8563	0.449	0.152	0.62
1018	4277	0.449	0.163	0.74
6939	9564	0.449	0.237	0.74
1959	8990	0.449	0.129	0.77
9740	9046	0.448	0.090	0.65
9376	351	0.448	0.382	0.47
11274	8188	0.448	0.390	0.87
800	8696	0.448	0.328	0.85
721	13934	0.447	0.322	0.51
796	5943	0.447	0.301	0.65
11903	13042	0.447	0.107	0.60
8188	13041	0.447	0.157	0.32
9572	10997	0.446	0.377	0.60
9390	9377	0.446	0.428	0.55
11286	3373	0.446	0.098	0.79
4153	8315	0.446	0.290	0.31
13133	12523	0.446	0.272	0.78
7964	7736	0.446	0.281	0.48
9564	13886	0.446	0.143	0.23
6943	12430	0.445	0.089	0.63
1003	11281	0.445	0.289	0.61
13133	3796	0.445	0.396	0.83
9931	13041	0.445	0.425	0.69
11280	9390	0.444	0.385	0.46
811	1088	0.444	0.089	0.54
8162	11009	0.444	0.100	0.48
11314	12802	0.444	0.185	0.87
11062	12900	0.444	0.279	0.81
11274	7591	0.444	0.190	0.89
1007	13514	0.443	0.175	0.50
9390	11009	0.443	0.354	0.42
13287	7446	0.443	0.132	0.45
13791	487	0.443	0.417	0.45
8212	11826	0.443	0.162	0.43
6216	1016	0.443	0.189	0.68
13870	13133	0.443	0.171	0.75
12615	13887	0.443	0.346	0.50
9572	12462	0.442	0.361	0.61
4774	10483	0.442	0.091	0.81
9185	8173	0.442	0.167	0.39
8188	548	0.442	0.295	0.80
996	13183	0.442	0.225	0.72
12543	8315	0.442	0.258	0.49
197	2109	0.442	0.216	0.61
996	1016	0.442	0.399	0.68
8620	11281	0.441	0.270	0.36
1003	806	0.441	0.205	0.55
11826	12789	0.441	0.179	0.43
9572	13447	0.441	0.400	0.71
8212	858	0.441	0.240	0.41
9714	10958	0.441	0.374	0.82
12615	7975	0.441	0.151	0.29
11277	5734	0.440	0.395	0.46
7589	12523	0.440	0.088	0.39
13447	4868	0.440	0.338	0.75
6944	811	0.440	0.088	0.77
458	7735	0.440	0.088	0.50
8188	9247	0.439	0.238	0.49
13881	7591	0.439	0.140	0.46
70	13903	0.439	0.199	0.43
1210	12284	0.438	0.429	0.79
9070	13133	0.438	0.210	0.79
12892	6472	0.438	0.236	0.72
8173	4868	0.438	0.198	0.30
11273	8188	0.437	0.341	0.82
8629	806	0.437	0.258	0.45
8967	1013	0.437	0.087	0.77
10997	11281	0.437	0.366	0.36
9390	10997	0.437	0.372	0.38
11273	12462	0.437	0.371	0.84
13903	3633	0.437	0.087	0.76
9390	8563	0.437	0.087	0.55
11273	7603	0.436	0.243	0.81
8090	5627	0.436	0.173	0.66
13062	1019	0.436	0.186	0.42
12399	7975	0.436	0.313	0.43
9390	811	0.436	0.365	0.40
9377	7591	0.436	0.194	0.56
8162	10531	0.436	0.203	0.70
12461	9572	0.436	0.393	0.63
1009	10281	0.436	0.400	0.77
9990	8909	0.435	0.415	0.79
9825	10997	0.435	0.274	0.66
6939	5755	0.435	0.396	0.79
13217	13133	0.435	0.229	0.74
9390	13043	0.435	0.308	0.81
7736	8990	0.435	0.234	0.45
12203	10281	0.435	0.087	0.56
7736	12543	0.434	0.252	0.31
10531	919	0.434	0.143	0.74
7706	13041	0.434	0.388	0.72
9931	12543	0.434	0.370	0.69
3373	351	0.434	0.098	0.78
197	12461	0.434	0.187	0.52
11284	12543	0.433	0.216	0.47
11275	7603	0.433	0.234	0.56
8696	9390	0.433	0.103	0.41
8909	8315	0.433	0.113	0.46
919	7675	0.433	0.222	0.47
12461	13133	0.433	0.087	0.79
9740	12462	0.432	0.363	0.51
9740	13886	0.432	0.096	0.51
11275	9390	0.432	0.366	0.54
572	6944	0.432	0.172	0.65
9390	1013	0.432	0.092	0.78
11726	12789	0.432	0.177	0.38
11275	8188	0.432	0.300	0.56
9571	10958	0.432	0.364	0.77
9247	11277	0.432	0.368	0.44
7975	9042	0.431	0.256	0.62
1015	7659	0.431	0.230	0.50
8967	9247	0.431	0.086	0.46
8188	1019	0.431	0.197	0.68
11286	13337	0.431	0.086	0.65
40	10981	0.431	0.383	0.44
1011	1016	0.431	0.103	0.70
8895	13886	0.431	0.086	0.47
6943	11956	0.431	0.296	0.71
12399	13903	0.431	0.150	0.46
11272	9326	0.430	0.320	0.74
9599	12862	0.430	0.177	0.60
9185	7735	0.430	0.086	0.55
8895	70	0.430	0.390	0.59
9571	11904	0.430	0.162	0.58
8202	8629	0.429	0.383	0.53
7835	3633	0.429	0.132	0.81
7821	13133	0.429	0.086	0.81
13183	13133	0.429	0.139	0.76
197	10981	0.429	0.234	0.49
4774	3633	0.428	0.104	0.77
11555	9990	0.428	0.086	0.76
10930	13220	0.428	0.086	0.39
8090	12862	0.428	0.086	0.32
1015	1016	0.428	0.298	0.71
351	9552	0.428	0.317	0.42
13183	13041	0.427	0.101	0.30
12203	197	0.427	0.140	0.48
800	12364	0.427	0.274	0.80
40	1523	0.427	0.329	0.82
9247	5734	0.427	0.370	0.43
12077	3075	0.427	0.248	0.49
8188	721	0.427	0.140	0.60
1015	4122	0.427	0.164	0.39
8031	9683	0.426	0.276	0.57
8696	8315	0.426	0.180	0.45
289	9572	0.426	0.395	0.56
8162	13337	0.426	0.379	0.55
13886	12819	0.426	0.317	0.40
10958	10931	0.426	0.228	0.75
9564	9958	0.426	0.099	0.49
8696	197	0.425	0.116	0.51
11314	9377	0.425	0.085	0.76
11061	13337	0.425	0.243	0.71
11726	13043	0.425	0.275	0.82
9390	1003	0.425	0.368	0.54
9390	13062	0.425	0.085	0.41
13338	858	0.425	0.085	0.64
12364	721	0.425	0.142	0.44
8090	12399	0.425	0.112	0.39
10412	7603	0.425	0.101	0.37
4868	11281	0.425	0.176	0.47
11277	7591	0.425	0.358	0.60
13870	8321	0.424	0.364	0.51
10320	3075	0.424	0.094	0.56
40	9683	0.424	0.156	0.30
10930	2109	0.424	0.238	0.66
12461	9958	0.424	0.368	0.42
11284	13220	0.424	0.327	0.36
11279	9390	0.424	0.404	0.63
13886	7975	0.424	0.225	0.27
13041	7659	0.424	0.225	0.44
11826	12077	0.423	0.125	0.50
3075	9552	0.423	0.261	0.49
11951	13378	0.423	0.139	0.46
858	551	0.423	0.137	0.46
572	11555	0.423	0.085	0.49
13447	892	0.423	0.354	0.69
11273	11284	0.423	0.302	0.80
811	13514	0.423	0.279	0.46
1007	9046	0.422	0.134	0.58
10412	7202	0.422	0.200	0.46
547	2109	0.422	0.412	0.52
40	11274	0.422	0.322	0.81
800	487	0.422	0.388	0.72
13448	4868	0.422	0.228	0.37
11188	3373	0.421	0.123	0.74
7430	1523	0.421	0.355	0.73
10008	1018	0.421	0.084	0.71
9958	4868	0.421	0.176	0.37
7674	12789	0.420	0.302	0.51
9326	7591	0.420	0.106	0.34
13887	9572	0.420	0.330	0.60
445	8315	0.420	0.101	0.46
12461	8620	0.420	0.289	0.37
9571	12154	0.420	0.161	0.36
1007	9247	0.420	0.263	0.48
1015	1573	0.420	0.084	0.73
11273	858	0.419	0.182	0.76
9247	9376	0.419	0.384	0.48
7891	11281	0.419	0.310	0.43
11275	1007	0.419	0.223	0.53
796	12364	0.419	0.178	0.44
9041	13041	0.419	0.331	0.72
11624	13103	0.419	0.140	0.77
805	8367	0.418	0.141	0.54
3661	8620	0.418	0.378	0.39
9571	13133	0.418	0.338	0.77
1523	12462	0.418	0.349	0.80
13886	8315	0.418	0.161	0.47
6216	1010	0.418	0.097	0.67
1523	7603	0.418	0.232	0.81
1003	7835	0.418	0.301	0.50
12399	805	0.418	0.143	0.43
10008	10531	0.418	0.347	0.66
11314	12077	0.418	0.084	0.77
10930	796	0.418	0.096	0.46
8321	796	0.418	0.151	0.46
10957	1015	0.417	0.181	0.72
6216	1548	0.417	0.083	0.64
7446	12462	0.417	0.083	0.45
12549	8367	0.417	0.126	0.53
11951	8660	0.417	0.182	0.59
451	13042	0.417	0.325	0.65
547	8735	0.417	0.165	0.63
8038	7659	0.416	0.091	0.60
8563	9552	0.416	0.137	0.58
13183	13448	0.416	0.161	0.67
13183	9041	0.416	0.211	0.67
11272	3461	0.416	0.273	0.73
9326	9958	0.416	0.269	0.36
9377	8367	0.416	0.343	0.47
811	8577	0.416	0.157	0.62
10605	11904	0.416	0.083	0.63
13133	7675	0.416	0.145	0.73
11272	7591	0.416	0.159	0.81
800	9714	0.416	0.276	0.68
8967	225	0.416	0.260	0.48
11274	13103	0.415	0.237	0.72
580	806	0.415	0.083	0.51
8031	721	0.415	0.083	0.59
10320	11062	0.415	0.383	0.45
9185	9572	0.415	0.083	0.50
996	9599	0.415	0.175	0.55
158	7659	0.414	0.385	0.55
40	10982	0.414	0.273	0.55
9740	12819	0.414	0.260	0.42
7835	8620	0.414	0.350	0.41
9564	9042	0.414	0.083	0.62
9376	9552	0.414	0.189	0.48
9390	12462	0.414	0.301	0.36
11726	9544	0.414	0.340	0.76
12549	13934	0.414	0.097	0.56
3373	13934	0.414	0.297	0.77
11062	10982	0.414	0.083	0.23
11279	6939	0.414	0.280	0.75
9390	9544	0.413	0.089	0.80
10930	13903	0.413	0.083	0.46
9740	10981	0.413	0.259	0.44
204	12462	0.413	0.165	0.34
1018	13934	0.413	0.121	0.62
9931	806	0.413	0.099	0.59
6557	351	0.413	0.284	0.40
1003	4122	0.413	0.083	0.48
12203	6847	0.413	0.136	0.73
11062	13041	0.413	0.250	0.45
12523	721	0.413	0.083	0.62
1007	7278	0.413	0.237	0.38
811	11281	0.412	0.180	0.45
13183	10997	0.412	0.308	0.39
11909	7706	0.412	0.361	0.70
12461	1019	0.412	0.286	0.59
8620	12462	0.412	0.262	0.38
13183	2109	0.412	0.149	0.61
11555	9326	0.412	0.174	0.38
7037	8367	0.412	0.114	0.46
1523	1016	0.412	0.124	0.72
11726	9931	0.412	0.367	0.66
10483	806	0.412	0.082	0.49
11275	9326	0.412	0.082	0.44
7735	796	0.412	0.136	0.51
12820	10412	0.411	0.088	0.38
8173	13887	0.411	0.363	0.54
548	12462	0.411	0.310	0.74
7821	3796	0.411	0.101	0.68
10958	7659	0.411	0.177	0.74
7659	9958	0.411	0.154	0.47
919	6847	0.411	0.082	0.80
10118	13220	0.410	0.092	0.40
7430	13903	0.410	0.135	0.61
11275	8162	0.410	0.281	0.52
13043	12462	0.410	0.082	0.83
10605	13220	0.410	0.159	0.49
7891	10981	0.410	0.249	0.50
11284	10931	0.410	0.228	0.51
7446	13934	0.410	0.087	0.54
13183	10982	0.410	0.156	0.62
12399	796	0.410	0.284	0.43
10930	11956	0.410	0.201	0.41
12615	12789	0.410	0.163	0.38
13287	9247	0.410	0.088	0.42
12615	13447	0.409	0.376	0.69
8735	7037	0.409	0.234	0.59
10320	11904	0.409	0.094	0.64
11279	1016	0.409	0.153	0.73
547	10982	0.409	0.281	0.47
8696	10959	0.409	0.350	0.79
7674	9958	0.409	0.135	0.48
10930	1959	0.409	0.152	0.54
5734	13133	0.409	0.158	0.74
40	12364	0.409	0.163	0.47
13337	9572	0.409	0.190	0.60
8188	1523	0.409	0.316	0.80
11277	12154	0.409	0.182	0.38
7430	3075	0.409	0.107	0.58
3373	9825	0.408	0.335	0.76
11726	3075	0.408	0.087	0.41
7821	9042	0.408	0.151	0.61
9377	8990	0.408	0.206	0.45
996	7975	0.408	0.313	0.63
13287	9714	0.407	0.155	0.69
13041	13042	0.407	0.356	0.61
11909	9377	0.407	0.217	0.71
800	6557	0.407	0.331	0.71
8188	13870	0.407	0.142	0.53
7891	4868	0.407	0.196	0.39
7706	5755	0.407	0.136	0.73
13217	7964	0.407	0.279	0.52
10531	1014	0.407	0.153	0.63
12423	12789	0.407	0.316	0.41
9390	12364	0.407	0.345	0.48
11275	811	0.407	0.254	0.52
10957	9931	0.407	0.336	0.77
13514	12155	0.407	0.081	0.55
11273	12543	0.407	0.145	0.81
9185	9552	0.406	0.334	0.45
805	11009	0.406	0.081	0.49
40	9185	0.406	0.192	0.50
12399	8188	0.406	0.257	0.43
7674	8735	0.406	0.081	0.47
70	6583	0.406	0.192	0.59
8895	12423	0.406	0.331	0.51
1007	9390	0.406	0.124	0.37
1011	9390	0.406	0.158	0.75
7891	13448	0.406	0.214	0.63
13886	8629	0.406	0.124	0.49
13183	11903	0.406	0.081	0.48
7736	13934	0.405	0.364	0.58
572	11826	0.405	0.237	0.33
8162	8202	0.405	0.081	0.40
996	10981	0.405	0.228	0.63
8188	1017	0.405	0.150	0.67
6847	13448	0.405	0.094	0.73
3633	4868	0.405	0.192	0.70
9390	1523	0.405	0.232	0.83
13870	10959	0.405	0.126	0.68
8620	351	0.405	0.157	0.44
8696	13042	0.405	0.302	0.66
7736	13133	0.405	0.127	0.72
800	8162	0.404	0.207	0.69
11274	12462	0.404	0.350	0.80
6583	11904	0.404	0.081	0.55
7278	13103	0.404	0.236	0.44
13183	9376	0.404	0.304	0.48
13905	7735	0.404	0.175	0.49
11726	5627	0.404	0.181	0.61
12423	12549	0.404	0.317	0.42
3953	8620	0.404	0.370	0.43
3333	13514	0.404	0.337	0.73
1007	9958	0.404	0.317	0.37
13881	7202	0.403	0.156	0.34
13338	8338	0.403	0.113	0.70
8188	11061	0.403	0.157	0.83
12423	11555	0.403	0.149	0.47
11726	1523	0.403	0.249	0.76
13183	9377	0.403	0.331	0.53
7821	5734	0.403	0.081	0.34
572	12839	0.403	0.279	0.61
11277	6847	0.402	0.144	0.70
13905	3796	0.402	0.321	0.64
11279	7603	0.402	0.157	0.64
13133	8629	0.402	0.144	0.73
7278	11904	0.402	0.156	0.72
10412	8735	0.402	0.186	0.35
996	6156	0.402	0.367	0.72
12789	10981	0.402	0.370	0.39
7735	4868	0.402	0.277	0.42
13287	9089	0.402	0.216	0.42
6683	806	0.401	0.135	0.51
796	5755	0.401	0.313	0.49
7674	5943	0.401	0.091	0.61
7278	8563	0.401	0.150	0.62
11279	6216	0.401	0.201	0.66
9809	13133	0.401	0.201	0.82
9931	8909	0.401	0.235	0.65
750	9041	0.400	0.104	0.58
11826	3461	0.400	0.080	0.45
13447	9552	0.400	0.273	0.77
7202	7591	0.400	0.149	0.42
7430	197	0.400	0.356	0.45
8031	351	0.399	0.098	0.34
13870	13041	0.399	0.197	0.26
996	1015	0.399	0.140	0.67
9931	10959	0.399	0.370	0.74
9571	12153	0.399	0.200	0.61
11284	806	0.399	0.130	0.43
13041	8629	0.398	0.156	0.44
8696	10531	0.398	0.340	0.79
40	12820	0.398	0.148	0.43
11284	11275	0.398	0.270	0.50
8031	8563	0.398	0.182	0.70
11726	12364	0.398	0.284	0.46
8338	11951	0.398	0.343	0.48
13903	806	0.398	0.199	0.42
11272	13043	0.398	0.108	0.76
8321	4774	0.398	0.080	0.78
