i	j	iLIS_best	iLIS_avg	ipTM_best
13917	9564	0.625	0.489	0.29
9046	1335	0.625	0.258	0.60
6331	13133	0.625	0.370	0.80
8947	11909	0.625	0.561	0.73
10958	6826	0.625	0.125	0.83
7659	4596	0.625	0.301	0.50
11624	13627	0.625	0.127	0.53
8319	12862	0.625	0.244	0.40
10935	9740	0.625	0.426	0.47
375	12819	0.625	0.280	0.48
7659	7915	0.624	0.125	0.83
12849	8990	0.624	0.125	0.40
13133	1523	0.624	0.125	0.86
8644	12789	0.624	0.487	0.42
9931	12842	0.624	0.125	0.66
7171	9564	0.624	0.347	0.27
7706	13968	0.624	0.299	0.73
563	8735	0.623	0.161	0.38
10008	8883	0.623	0.251	0.43
7535	3373	0.623	0.215	0.76
10509	1015	0.623	0.213	0.40
13210	1019	0.623	0.268	0.68
11273	9739	0.623	0.233	0.78
11273	7603	0.623	0.291	0.81
13133	8164	0.623	0.306	0.84
1014	11613	0.623	0.125	0.27
11624	10646	0.622	0.224	0.61
8188	3595	0.622	0.348	0.30
12543	3795	0.622	0.124	0.41
9549	12789	0.622	0.500	0.42
11015	12153	0.622	0.193	0.60
1015	6384	0.622	0.124	0.43
11275	8576	0.622	0.215	0.55
996	8643	0.621	0.124	0.76
7702	6939	0.621	0.303	0.77
1011	563	0.621	0.312	0.87
7282	1015	0.621	0.307	0.68
11275	13787	0.621	0.156	0.54
1015	4408	0.621	0.401	0.40
11909	12550	0.620	0.184	0.77
595	11273	0.620	0.338	0.80
198	8577	0.620	0.228	0.68
10958	11181	0.620	0.243	0.83
11393	1014	0.620	0.334	0.85
11273	12222	0.620	0.158	0.80
1573	320	0.620	0.124	0.82
160	9	0.620	0.256	0.78
10448	7975	0.620	0.254	0.46
6943	8005	0.620	0.417	0.75
11273	11264	0.620	0.371	0.82
198	1548	0.620	0.316	0.56
1015	7568	0.619	0.138	0.38
13095	13103	0.619	0.430	0.83
1019	12842	0.619	0.241	0.67
11904	12132	0.619	0.244	0.68
11275	10461	0.619	0.308	0.55
7674	13643	0.619	0.128	0.50
11273	1756	0.619	0.162	0.78
11909	13203	0.619	0.330	0.84
12862	12495	0.619	0.129	0.87
1014	1683	0.619	0.124	0.81
11624	8233	0.619	0.124	0.27
807	6683	0.619	0.174	0.54
996	817	0.618	0.151	0.78
6943	8916	0.618	0.321	0.79
10495	7591	0.618	0.416	0.90
7451	6940	0.618	0.177	0.82
1015	8882	0.618	0.386	0.48
11300	13115	0.618	0.473	0.31
12399	6946	0.618	0.573	0.92
1011	1015	0.618	0.586	0.88
12862	477	0.618	0.527	0.34
12250	12153	0.618	0.211	0.64
9571	10958	0.618	0.481	0.81
12131	12862	0.618	0.342	0.35
7278	12466	0.617	0.123	0.79
800	12654	0.617	0.116	0.79
8002	13905	0.617	0.146	0.41
564	8577	0.617	0.168	0.65
555	6847	0.617	0.189	0.39
13133	334	0.617	0.194	0.89
564	11591	0.617	0.128	0.66
11624	5030	0.617	0.366	0.56
197	8166	0.617	0.539	0.63
1009	7275	0.617	0.585	0.88
13563	8315	0.617	0.232	0.45
6943	7405	0.616	0.596	0.72
10461	8660	0.616	0.440	0.57
9586	12153	0.616	0.123	0.61
13023	1015	0.616	0.501	0.70
555	13881	0.616	0.380	0.43
11273	11021	0.616	0.412	0.81
800	6626	0.616	0.166	0.82
563	1573	0.616	0.123	0.85
1015	10792	0.615	0.568	0.41
13643	1573	0.615	0.123	0.82
7999	1015	0.615	0.421	0.38
11273	6991	0.615	0.384	0.80
5984	892	0.615	0.286	0.60
7188	1015	0.615	0.429	0.39
10997	10981	0.615	0.147	0.50
13210	9564	0.615	0.369	0.27
12862	9186	0.615	0.571	0.68
13721	4868	0.615	0.557	0.43
11392	6946	0.615	0.217	0.84
514	1015	0.615	0.367	0.37
7389	1548	0.615	0.371	0.59
572	13881	0.615	0.577	0.55
7674	8011	0.614	0.274	0.51
13514	6357	0.614	0.457	0.44
9311	13133	0.614	0.372	0.85
13302	9958	0.614	0.237	0.45
1009	8320	0.614	0.419	0.86
10531	8319	0.614	0.193	0.80
6946	9924	0.614	0.577	0.91
564	12153	0.614	0.165	0.62
9550	7735	0.614	0.360	0.26
6457	551	0.614	0.444	0.51
9367	1015	0.614	0.377	0.37
11881	351	0.614	0.296	0.54
7389	10997	0.613	0.238	0.36
1015	9901	0.613	0.164	0.44
6127	7591	0.613	0.145	0.58
1015	10461	0.613	0.418	0.37
11273	11550	0.613	0.427	0.82
10646	10981	0.613	0.243	0.48
197	6861	0.613	0.395	0.51
11286	13262	0.613	0.316	0.36
9740	7566	0.613	0.402	0.48
13041	1683	0.613	0.246	0.42
13303	3633	0.613	0.123	0.85
1007	11181	0.613	0.123	0.44
6826	12819	0.612	0.163	0.45
7474	12153	0.612	0.400	0.65
9924	8660	0.612	0.122	0.65
11624	7440	0.612	0.225	0.20
11624	863	0.612	0.139	0.21
13063	1015	0.612	0.588	0.38
7269	11624	0.612	0.195	0.52
11273	12103	0.612	0.506	0.80
6216	2805	0.611	0.411	0.68
8560	11188	0.611	0.228	0.55
7539	11275	0.611	0.420	0.57
4750	10281	0.611	0.277	0.53
6922	6939	0.611	0.456	0.85
11273	8162	0.611	0.428	0.80
13217	7670	0.611	0.310	0.54
12842	8367	0.611	0.141	0.55
8188	12480	0.611	0.481	0.88
11726	9390	0.611	0.570	0.47
12862	3878	0.611	0.122	0.50
11181	12789	0.611	0.535	0.45
10935	10931	0.611	0.122	0.66
11415	10958	0.611	0.158	0.85
10412	13479	0.610	0.400	0.86
1451	7659	0.610	0.261	0.45
6156	4062	0.610	0.318	0.85
555	1573	0.610	0.122	0.82
13210	13041	0.610	0.397	0.30
11624	837	0.610	0.152	0.58
6946	13351	0.610	0.230	0.88
12862	8901	0.610	0.377	0.73
13881	8721	0.609	0.248	0.42
612	12153	0.609	0.175	0.60
11273	7949	0.609	0.504	0.80
6683	7980	0.609	0.193	0.48
69	6939	0.609	0.122	0.79
11909	6623	0.609	0.356	0.82
11273	11475	0.609	0.302	0.81
12862	8292	0.609	0.129	0.32
12250	1015	0.609	0.403	0.40
7430	7535	0.609	0.344	0.59
9740	8898	0.609	0.500	0.60
37	1015	0.609	0.344	0.38
11624	6164	0.609	0.184	0.52
351	6991	0.608	0.201	0.46
570	6939	0.608	0.249	0.80
9549	9825	0.608	0.264	0.65
5189	10931	0.608	0.461	0.62
13303	1015	0.608	0.348	0.39
10452	1015	0.608	0.509	0.37
8860	10531	0.608	0.452	0.77
13881	5236	0.608	0.127	0.42
1018	7277	0.608	0.575	0.80
1015	8577	0.607	0.359	0.66
10263	70	0.607	0.133	0.34
7805	1016	0.607	0.241	0.68
7282	6683	0.607	0.121	0.65
12842	10281	0.607	0.160	0.56
7172	1015	0.607	0.544	0.38
9370	11555	0.607	0.214	0.46
11273	759	0.607	0.552	0.81
6946	1016	0.607	0.505	0.85
7557	8315	0.607	0.286	0.46
10531	944	0.606	0.477	0.77
1015	9773	0.606	0.425	0.38
12539	8660	0.606	0.240	0.66
11624	8212	0.606	0.089	0.85
1894	1088	0.606	0.487	0.62
555	3111	0.606	0.151	0.34
9778	6847	0.606	0.121	0.84
12265	12462	0.606	0.330	0.36
11624	11334	0.606	0.121	0.20
1015	8315	0.606	0.121	0.49
8910	8410	0.606	0.121	0.25
4738	9	0.606	0.319	0.76
5523	9	0.606	0.138	0.77
12503	4153	0.606	0.235	0.78
6946	9485	0.606	0.184	0.86
11415	13042	0.606	0.250	0.65
11273	10545	0.605	0.255	0.82
9377	10461	0.605	0.309	0.54
12054	10981	0.605	0.147	0.87
6892	9740	0.605	0.273	0.44
7675	7980	0.605	0.504	0.48
13563	11286	0.605	0.237	0.37
11909	9552	0.605	0.153	0.73
6826	7975	0.605	0.442	0.43
612	11061	0.605	0.510	0.83
1097	1548	0.605	0.368	0.60
13870	484	0.605	0.355	0.25
852	13881	0.604	0.121	0.44
13217	2184	0.604	0.121	0.49
13990	1015	0.604	0.254	0.37
8920	9958	0.604	0.263	0.65
7278	1010	0.604	0.562	0.44
11273	902	0.604	0.297	0.81
11359	7736	0.604	0.131	0.49
7659	8075	0.604	0.291	0.48
563	1019	0.604	0.356	0.69
11273	13905	0.604	0.316	0.80
6623	13133	0.604	0.463	0.86
1007	9652	0.604	0.144	0.32
799	7975	0.604	0.179	0.45
8173	12802	0.603	0.423	0.36
13886	3558	0.603	0.291	0.49
11624	13907	0.603	0.448	0.57
9046	13959	0.603	0.123	0.62
8200	10957	0.603	0.160	0.84
6804	7591	0.603	0.145	0.59
11284	585	0.603	0.577	0.87
11624	11019	0.603	0.134	0.62
8001	3075	0.603	0.144	0.57
777	70	0.603	0.187	0.32
7430	8356	0.603	0.566	0.84
7430	10577	0.602	0.177	0.64
11819	1003	0.602	0.123	0.55
9366	10281	0.602	0.232	0.58
197	11554	0.602	0.430	0.53
67	7659	0.602	0.260	0.47
9740	10929	0.602	0.120	0.46
13262	12819	0.602	0.321	0.46
11273	12705	0.602	0.452	0.83
12423	9080	0.602	0.120	0.45
10008	7913	0.602	0.313	0.29
8965	6847	0.601	0.163	0.76
6683	10280	0.601	0.451	0.58
11273	697	0.601	0.273	0.75
807	10958	0.601	0.120	0.75
12862	5730	0.601	0.120	0.30
9079	7659	0.601	0.224	0.45
13133	7040	0.601	0.521	0.85
6943	12250	0.601	0.472	0.81
9106	13043	0.600	0.120	0.85
197	7433	0.600	0.523	0.52
1015	12777	0.600	0.120	0.85
14008	9958	0.600	0.180	0.39
2882	9958	0.600	0.553	0.39
850	7589	0.600	0.144	0.52
11888	11286	0.600	0.293	0.36
12400	6940	0.600	0.306	0.77
70	8073	0.600	0.140	0.44
1015	7594	0.600	0.328	0.46
2671	9	0.600	0.159	0.72
13133	10171	0.600	0.144	0.80
12632	1019	0.599	0.415	0.71
198	13042	0.599	0.195	0.67
9740	7265	0.599	0.364	0.44
7278	12664	0.599	0.417	0.37
447	8735	0.599	0.504	0.38
11273	8223	0.599	0.405	0.80
612	197	0.599	0.481	0.55
10935	9544	0.599	0.229	0.79
7735	7670	0.599	0.202	0.53
9740	10461	0.599	0.309	0.47
13881	10509	0.599	0.201	0.45
11393	12819	0.598	0.148	0.45
197	3673	0.598	0.493	0.52
10346	9740	0.598	0.284	0.46
13133	802	0.598	0.183	0.86
8286	6683	0.598	0.353	0.75
612	6946	0.598	0.128	0.84
12503	4277	0.598	0.467	0.73
11273	12625	0.598	0.314	0.77
9390	12215	0.598	0.481	0.51
11273	1894	0.598	0.261	0.86
1009	6533	0.598	0.524	0.83
7433	12153	0.598	0.537	0.59
1009	8319	0.598	0.507	0.84
10320	10961	0.598	0.120	0.51
11671	197	0.598	0.282	0.57
7612	10981	0.598	0.237	0.75
12399	197	0.597	0.392	0.58
8165	13043	0.597	0.147	0.88
1335	7659	0.597	0.276	0.46
12399	12153	0.597	0.181	0.58
7278	1562	0.597	0.479	0.35
781	8577	0.597	0.122	0.68
11415	13881	0.597	0.404	0.46
11273	9281	0.597	0.379	0.78
6826	13042	0.597	0.317	0.63
8696	9924	0.597	0.149	0.35
13563	197	0.597	0.439	0.55
1015	11823	0.597	0.406	0.51
11956	8643	0.597	0.281	0.47
320	12153	0.597	0.259	0.61
13407	7659	0.597	0.514	0.49
7736	1015	0.596	0.426	0.48
11275	12166	0.596	0.457	0.56
12228	9	0.596	0.119	0.73
8926	13133	0.596	0.559	0.83
13870	9186	0.596	0.274	0.58
1573	8719	0.596	0.119	0.85
8131	1015	0.596	0.119	0.39
9370	1015	0.596	0.471	0.38
6045	71	0.596	0.331	0.40
6943	10940	0.596	0.166	0.68
11273	11749	0.596	0.310	0.80
4750	8367	0.596	0.562	0.55
11321	13905	0.596	0.196	0.44
197	6707	0.595	0.201	0.49
11273	12562	0.595	0.380	0.78
7282	9740	0.595	0.119	0.68
8935	11624	0.595	0.077	0.32
11819	13042	0.595	0.294	0.67
12615	9451	0.595	0.174	0.27
1131	9	0.595	0.438	0.78
7658	8660	0.595	0.169	0.64
11066	12862	0.595	0.372	0.25
8574	11624	0.595	0.377	0.58
6943	12185	0.595	0.288	0.66
996	7277	0.594	0.567	0.75
1009	7980	0.594	0.206	0.80
5943	7202	0.594	0.234	0.64
8202	7458	0.594	0.239	0.43
6943	12539	0.594	0.239	0.81
8076	13448	0.594	0.360	0.68
122	9572	0.594	0.279	0.77
11909	6958	0.594	0.229	0.73
9549	1015	0.594	0.376	0.39
8188	13769	0.594	0.227	0.34
547	7745	0.594	0.186	0.58
850	7674	0.594	0.221	0.52
7676	10483	0.594	0.407	0.49
11624	289	0.593	0.108	0.79
8073	11281	0.593	0.261	0.39
5984	6156	0.593	0.123	0.85
9370	10320	0.593	0.323	0.35
289	204	0.593	0.566	0.70
4738	9958	0.593	0.287	0.39
6156	12235	0.593	0.145	0.81
7171	11284	0.592	0.518	0.26
11613	1015	0.592	0.436	0.40
1015	3878	0.592	0.211	0.69
11273	8686	0.592	0.516	0.77
7557	10957	0.592	0.121	0.83
8942	13133	0.592	0.180	0.89
36	12789	0.592	0.148	0.43
10224	8909	0.592	0.157	0.44
11273	12919	0.592	0.221	0.81
11273	5927	0.592	0.356	0.78
11909	8073	0.592	0.320	0.81
11624	11015	0.592	0.121	0.59
11273	7708	0.591	0.411	0.83
10801	1015	0.591	0.462	0.40
852	1015	0.591	0.165	0.38
9390	10171	0.591	0.315	0.39
1548	13017	0.591	0.385	0.59
7735	10577	0.591	0.245	0.53
7383	12862	0.591	0.302	0.31
8320	12900	0.591	0.118	0.78
11447	7202	0.591	0.531	0.74
7474	12789	0.591	0.407	0.43
9793	71	0.591	0.245	0.57
8188	11755	0.591	0.395	0.31
13870	7173	0.591	0.316	0.25
6384	9564	0.591	0.542	0.42
197	3261	0.591	0.134	0.55
7706	7676	0.591	0.118	0.66
5430	10281	0.591	0.118	0.52
11474	11624	0.591	0.185	0.57
1549	1573	0.591	0.118	0.79
13210	1573	0.591	0.130	0.82
11903	12667	0.591	0.118	0.20
6472	13352	0.590	0.118	0.24
11909	9571	0.590	0.567	0.83
6847	11357	0.590	0.416	0.82
1018	930	0.590	0.350	0.74
7767	13881	0.590	0.177	0.44
11273	8726	0.590	0.116	0.77
8019	5755	0.590	0.351	0.56
12228	8188	0.590	0.327	0.32
9070	13905	0.590	0.273	0.47
9080	892	0.590	0.071	0.58
7900	13447	0.590	0.509	0.81
12240	13133	0.590	0.118	0.85
7820	1548	0.590	0.122	0.58
10940	7202	0.590	0.308	0.38
12539	11280	0.590	0.118	0.57
11624	13830	0.590	0.367	0.59
8665	13042	0.590	0.125	0.64
11284	9272	0.590	0.507	0.28
8131	12802	0.590	0.118	0.22
10958	10413	0.590	0.415	0.77
1959	12132	0.589	0.118	0.59
551	12132	0.589	0.118	0.20
9380	9	0.589	0.410	0.79
7753	10531	0.589	0.419	0.79
9391	10981	0.589	0.140	0.53
11624	11900	0.589	0.155	0.32
11909	8076	0.589	0.335	0.77
1015	13769	0.589	0.177	0.39
1018	8899	0.589	0.152	0.72
1959	13262	0.589	0.125	0.57
1548	13903	0.589	0.346	0.66
9	10456	0.589	0.557	0.75
585	13514	0.589	0.557	0.84
12461	10461	0.589	0.209	0.36
11909	7184	0.589	0.452	0.80
9740	11554	0.588	0.208	0.45
7891	7913	0.588	0.348	0.58
11152	487	0.588	0.440	0.42
12328	9	0.588	0.339	0.79
585	6583	0.588	0.521	0.81
11624	10320	0.588	0.211	0.53
12789	320	0.588	0.283	0.43
8286	4277	0.588	0.240	0.76
12131	351	0.588	0.256	0.45
6946	3878	0.588	0.134	0.83
12632	70	0.588	0.447	0.39
12672	13447	0.588	0.521	0.85
11273	514	0.588	0.427	0.80
5755	6826	0.588	0.225	0.54
197	11749	0.588	0.447	0.49
11273	1006	0.588	0.267	0.80
8444	13133	0.588	0.510	0.80
12779	7591	0.588	0.460	0.57
6861	351	0.587	0.214	0.49
8164	7659	0.587	0.166	0.47
10531	1518	0.587	0.406	0.78
13133	2833	0.587	0.293	0.84
13024	13133	0.587	0.550	0.77
8665	9740	0.587	0.195	0.47
8320	13514	0.587	0.218	0.51
11273	11015	0.587	0.222	0.81
7941	12153	0.587	0.262	0.63
12203	8901	0.587	0.212	0.61
9740	8166	0.587	0.214	0.46
10483	3912	0.587	0.117	0.53
11275	1686	0.587	0.341	0.56
11284	484	0.587	0.399	0.37
12664	8629	0.587	0.359	0.48
10958	4592	0.587	0.183	0.85
13968	70	0.587	0.117	0.38
13407	8696	0.587	0.122	0.36
286	1018	0.587	0.533	0.70
11273	12462	0.587	0.442	0.84
7893	13447	0.586	0.439	0.84
11474	6939	0.586	0.213	0.75
547	7805	0.586	0.303	0.57
11393	13103	0.586	0.426	0.84
69	796	0.586	0.128	0.44
8945	11624	0.586	0.117	0.23
7675	6826	0.586	0.188	0.46
8878	12153	0.586	0.198	0.62
13881	1420	0.586	0.267	0.42
11284	7188	0.586	0.305	0.26
9070	8360	0.586	0.349	0.48
547	7047	0.586	0.123	0.54
5755	13262	0.586	0.229	0.58
1015	13830	0.586	0.306	0.41
5351	12819	0.586	0.446	0.47
1549	10281	0.586	0.224	0.56
7914	13133	0.586	0.548	0.78
9740	12462	0.586	0.444	0.51
7706	9390	0.586	0.565	0.83
1015	8166	0.586	0.154	0.40
1017	7277	0.586	0.547	0.69
6943	320	0.586	0.357	0.80
7049	9740	0.586	0.370	0.51
4655	12802	0.586	0.235	0.67
8866	6683	0.586	0.207	0.50
7557	11281	0.586	0.138	0.41
7389	8577	0.586	0.368	0.62
13870	2734	0.585	0.481	0.25
10957	334	0.585	0.149	0.85
6943	7474	0.585	0.266	0.81
13210	892	0.585	0.359	0.55
6216	8884	0.585	0.289	0.69
13183	5236	0.585	0.158	0.31
9376	713	0.585	0.179	0.46
13133	3595	0.585	0.312	0.84
11624	12962	0.585	0.135	0.59
10764	12153	0.585	0.386	0.63
11909	817	0.585	0.546	0.82
11273	13262	0.585	0.279	0.85
1015	7920	0.585	0.117	0.78
11273	622	0.585	0.494	0.78
7277	1016	0.585	0.532	0.79
9825	3912	0.585	0.233	0.60
8696	13630	0.585	0.460	0.87
8643	12862	0.585	0.117	0.39
13133	2799	0.585	0.414	0.76
8200	351	0.585	0.272	0.43
8126	563	0.585	0.117	0.57
