i	j	iLIS_best	iLIS_avg	ipTM_best
8307	8308	0.755	0.737	0.45
8424	668	0.755	0.700	0.33
617	10467	0.755	0.752	0.90
6706	6111	0.753	0.558	0.84
377	378	0.753	0.642	0.55
664	8156	0.753	0.742	0.92
12618	12557	0.752	0.568	0.87
10638	10639	0.752	0.741	0.90
13104	13101	0.751	0.743	0.90
12096	12098	0.750	0.728	0.73
10013	10014	0.749	0.743	0.57
1388	5623	0.749	0.736	0.46
6923	8256	0.749	0.739	0.92
12870	9009	0.748	0.729	0.91
13460	9708	0.748	0.733	0.32
6111	9634	0.748	0.729	0.81
12557	12551	0.747	0.729	0.67
12561	12560	0.747	0.459	0.81
1686	9831	0.747	0.734	0.22
8607	8605	0.747	0.743	0.93
129	12398	0.746	0.737	0.92
12019	12020	0.745	0.709	0.60
6706	9634	0.745	0.721	0.86
12561	9007	0.745	0.717	0.82
9635	12560	0.744	0.622	0.83
6923	8255	0.744	0.739	0.93
8607	8606	0.743	0.736	0.92
11936	11938	0.743	0.733	0.86
13196	4437	0.742	0.575	0.80
7597	2457	0.742	0.472	0.78
9467	9466	0.741	0.716	0.89
9601	802	0.741	0.723	0.92
2960	2961	0.741	0.733	0.92
10521	10595	0.738	0.410	0.74
8609	8598	0.738	0.704	0.90
9439	1231	0.738	0.245	0.54
8606	8605	0.738	0.732	0.92
10262	7867	0.737	0.717	0.75
7760	3673	0.737	0.716	0.89
7206	7211	0.737	0.723	0.85
10094	10078	0.736	0.713	0.72
9046	11005	0.736	0.720	0.79
11888	9601	0.736	0.728	0.92
1853	3652	0.732	0.701	0.79
13963	13965	0.730	0.727	0.85
669	8424	0.729	0.678	0.31
12131	781	0.729	0.712	0.74
11888	767	0.729	0.702	0.34
6924	8568	0.729	0.683	0.76
646	11922	0.729	0.709	0.85
1145	9635	0.728	0.652	0.87
704	7028	0.728	0.668	0.23
7948	2188	0.728	0.648	0.87
10262	7868	0.728	0.722	0.79
3131	6111	0.728	0.682	0.83
7866	10262	0.726	0.713	0.72
8672	2870	0.726	0.689	0.72
9007	1145	0.726	0.712	0.82
325	1829	0.726	0.712	0.91
934	8898	0.726	0.698	0.51
3131	9634	0.725	0.572	0.81
9844	187	0.725	0.711	0.93
8568	4328	0.725	0.653	0.89
2098	11927	0.724	0.713	0.77
11472	7585	0.724	0.668	0.88
262	657	0.723	0.708	0.93
11944	13550	0.723	0.532	0.79
9633	544	0.723	0.692	0.80
13391	12946	0.722	0.333	0.82
10371	12269	0.722	0.621	0.78
11888	13460	0.722	0.700	0.36
2457	11567	0.721	0.306	0.80
9975	11888	0.721	0.686	0.38
2597	7480	0.721	0.683	0.85
9469	9465	0.721	0.651	0.87
9007	9634	0.720	0.694	0.80
692	10299	0.720	0.702	0.56
13024	10343	0.720	0.711	0.58
3031	13536	0.720	0.689	0.93
10371	9567	0.718	0.711	0.83
666	10299	0.718	0.690	0.38
5872	8964	0.718	0.568	0.75
10219	6717	0.718	0.697	0.90
1484	1912	0.717	0.714	0.81
11960	11961	0.717	0.708	0.59
5754	6600	0.717	0.697	0.94
12559	12558	0.717	0.714	0.77
1915	4573	0.716	0.173	0.80
7269	1009	0.715	0.708	0.93
12093	12095	0.715	0.703	0.88
12560	12551	0.715	0.540	0.82
6633	13391	0.714	0.521	0.83
12213	10689	0.714	0.705	0.95
5914	6717	0.714	0.704	0.85
9654	7480	0.714	0.675	0.88
11402	11456	0.714	0.683	0.94
1733	4912	0.713	0.632	0.87
7781	7780	0.713	0.696	0.36
13165	4583	0.712	0.704	0.93
11402	13064	0.711	0.665	0.89
9776	9785	0.710	0.618	0.71
11026	12228	0.710	0.700	0.36
13392	13393	0.710	0.705	0.92
666	8424	0.709	0.684	0.32
7781	4023	0.709	0.669	0.49
11774	12499	0.709	0.688	0.89
5923	2848	0.708	0.703	0.84
12166	12659	0.708	0.681	0.63
6468	10779	0.707	0.693	0.31
7163	12595	0.707	0.267	0.30
646	13574	0.706	0.610	0.89
729	3298	0.706	0.178	0.61
6937	9968	0.705	0.701	0.90
9000	8999	0.705	0.346	0.32
10032	10045	0.705	0.687	0.73
2723	341	0.704	0.422	0.83
13935	10343	0.704	0.547	0.62
11395	2163	0.704	0.686	0.89
10025	10067	0.704	0.673	0.71
6111	1145	0.704	0.450	0.81
6706	12558	0.703	0.639	0.85
10092	10071	0.703	0.692	0.64
6706	3320	0.703	0.538	0.85
10285	13785	0.702	0.694	0.87
3320	6111	0.702	0.467	0.78
13188	13197	0.701	0.697	0.78
7756	13063	0.701	0.660	0.47
13739	13731	0.701	0.679	0.87
13965	13964	0.701	0.686	0.84
4453	9737	0.700	0.655	0.79
1009	7270	0.700	0.697	0.93
11398	8994	0.700	0.644	0.87
5865	12942	0.700	0.662	0.84
11385	12040	0.699	0.680	0.79
12907	11675	0.699	0.651	0.89
2848	1339	0.698	0.692	0.86
2032	8197	0.698	0.610	0.76
7921	7923	0.698	0.687	0.93
692	8424	0.697	0.678	0.58
12101	10094	0.696	0.209	0.62
1713	4864	0.696	0.678	0.82
11658	11656	0.696	0.640	0.49
8146	2163	0.696	0.678	0.67
6282	4396	0.696	0.684	0.85
562	2996	0.695	0.332	0.90
13719	10779	0.695	0.211	0.33
668	10299	0.695	0.657	0.39
6250	9196	0.694	0.673	0.74
3391	10779	0.694	0.678	0.31
534	529	0.693	0.649	0.81
11398	2163	0.693	0.683	0.84
4837	7002	0.693	0.664	0.86
10557	4031	0.692	0.662	0.74
10672	3573	0.692	0.489	0.27
4642	13574	0.691	0.644	0.89
11708	11707	0.691	0.687	0.91
414	1657	0.690	0.683	0.90
9783	9790	0.690	0.678	0.74
9469	9468	0.689	0.659	0.85
2557	3565	0.689	0.576	0.88
1528	7915	0.689	0.679	0.83
7597	13391	0.689	0.578	0.81
11656	10623	0.689	0.642	0.59
9601	11588	0.688	0.627	0.93
11395	6070	0.688	0.668	0.92
43	7758	0.688	0.646	0.51
654	13384	0.688	0.680	0.91
11658	10623	0.687	0.650	0.57
6468	3731	0.687	0.672	0.33
9958	13839	0.687	0.631	0.94
8665	9654	0.686	0.158	0.88
13387	13335	0.686	0.672	0.86
113	13514	0.686	0.658	0.91
958	4743	0.686	0.624	0.42
13541	13580	0.686	0.625	0.93
6468	3141	0.685	0.670	0.32
13645	13910	0.685	0.645	0.41
13126	11708	0.684	0.673	0.90
3131	9630	0.684	0.639	0.77
12601	3673	0.684	0.194	0.53
8146	8994	0.684	0.641	0.70
9781	9797	0.684	0.661	0.85
13963	13964	0.684	0.680	0.80
10087	10092	0.683	0.668	0.84
10625	6199	0.683	0.673	0.95
12416	8026	0.683	0.412	0.75
11659	11658	0.682	0.646	0.63
779	2253	0.681	0.668	0.46
13797	9636	0.681	0.630	0.86
12848	13066	0.680	0.667	0.74
12933	7759	0.680	0.531	0.38
8127	6791	0.679	0.180	0.81
7662	12849	0.679	0.626	0.59
653	13385	0.679	0.666	0.86
3141	10779	0.679	0.661	0.32
816	6131	0.678	0.659	0.92
8947	8954	0.678	0.634	0.57
7816	1450	0.677	0.548	0.86
1484	11529	0.677	0.612	0.85
669	10299	0.677	0.611	0.38
13385	13383	0.676	0.616	0.86
8896	9302	0.676	0.628	0.62
2163	11396	0.676	0.553	0.88
1145	12558	0.676	0.659	0.87
6111	9630	0.676	0.546	0.81
13800	1972	0.676	0.460	0.81
1145	12560	0.676	0.506	0.85
12500	8197	0.676	0.648	0.92
10262	1831	0.675	0.655	0.51
6070	11396	0.675	0.648	0.90
13304	505	0.674	0.651	0.94
6707	12707	0.673	0.663	0.30
10516	9114	0.673	0.622	0.78
10343	6906	0.673	0.658	0.74
6633	13393	0.673	0.646	0.81
10764	8651	0.672	0.626	0.30
4642	9196	0.672	0.634	0.88
10033	10051	0.672	0.645	0.77
7049	8202	0.672	0.657	0.48
341	339	0.672	0.665	0.96
11696	11698	0.672	0.196	0.75
12821	12822	0.672	0.641	0.81
13393	13391	0.672	0.650	0.92
11345	11346	0.671	0.655	0.86
5976	3690	0.671	0.648	0.63
12931	9654	0.671	0.662	0.93
934	8905	0.671	0.646	0.69
646	9196	0.670	0.641	0.88
9794	9798	0.670	0.648	0.62
561	6957	0.670	0.627	0.27
6496	10929	0.670	0.375	0.29
13392	13391	0.670	0.664	0.92
4668	2808	0.670	0.138	0.70
420	413	0.669	0.656	0.93
13304	504	0.669	0.651	0.93
6328	293	0.669	0.663	0.84
11691	12907	0.669	0.645	0.89
310	6474	0.669	0.660	0.83
13998	11740	0.669	0.645	0.35
1460	1107	0.668	0.527	0.85
10084	10075	0.668	0.655	0.66
10619	9688	0.668	0.637	0.83
7282	7597	0.667	0.586	0.62
8946	8954	0.667	0.545	0.49
9197	8934	0.666	0.627	0.75
10071	10083	0.665	0.618	0.70
10286	11583	0.665	0.661	0.93
7948	12446	0.665	0.649	0.84
9715	11880	0.664	0.290	0.73
11115	11117	0.664	0.622	0.70
10618	9688	0.664	0.652	0.85
9654	13824	0.663	0.388	0.87
4734	8197	0.663	0.452	0.79
410	411	0.663	0.648	0.92
381	11675	0.663	0.250	0.81
325	10299	0.663	0.625	0.83
8672	10163	0.663	0.620	0.72
865	866	0.663	0.637	0.92
8638	7872	0.662	0.649	0.78
10979	12595	0.662	0.383	0.52
9427	2247	0.662	0.539	0.56
7171	9186	0.662	0.645	0.72
8672	7040	0.662	0.645	0.72
8607	8601	0.661	0.533	0.86
10689	10687	0.661	0.639	0.94
1484	11528	0.661	0.598	0.84
5783	6137	0.661	0.652	0.91
11775	73	0.661	0.140	0.71
11864	11880	0.660	0.627	0.87
513	542	0.660	0.647	0.51
13797	13795	0.660	0.605	0.86
13392	6633	0.659	0.646	0.77
7372	9239	0.659	0.132	0.85
13824	13829	0.659	0.637	0.66
11113	11116	0.659	0.516	0.73
7810	6791	0.659	0.132	0.65
6633	2457	0.658	0.381	0.71
13885	13644	0.658	0.648	0.88
13391	11519	0.657	0.260	0.88
11536	13391	0.657	0.259	0.86
10487	1172	0.657	0.518	0.59
11659	11656	0.657	0.623	0.64
12689	13518	0.657	0.617	0.81
12499	5986	0.657	0.647	0.89
12093	12091	0.657	0.644	0.86
6496	730	0.657	0.371	0.28
6169	7124	0.656	0.241	0.61
13963	5813	0.656	0.615	0.76
9995	13829	0.656	0.162	0.60
12561	12557	0.656	0.357	0.75
1547	10655	0.656	0.612	0.83
8994	11396	0.655	0.591	0.90
7914	12494	0.655	0.331	0.80
1640	505	0.655	0.631	0.90
11584	1584	0.654	0.638	0.89
12597	12598	0.654	0.594	0.69
418	423	0.653	0.633	0.84
13544	4145	0.653	0.561	0.80
3391	3141	0.653	0.640	0.30
1640	504	0.653	0.628	0.89
6706	9635	0.653	0.441	0.83
11400	900	0.652	0.641	0.90
7756	9090	0.652	0.600	0.38
11622	6692	0.652	0.646	0.86
10764	11983	0.652	0.130	0.84
13543	9196	0.652	0.603	0.63
2666	12467	0.651	0.268	0.76
9290	10672	0.651	0.629	0.77
11463	8153	0.651	0.640	0.95
7837	9548	0.651	0.134	0.75
10344	9115	0.651	0.592	0.87
13964	5813	0.651	0.605	0.76
13564	12946	0.650	0.552	0.80
12848	5965	0.650	0.575	0.77
341	4944	0.650	0.559	0.82
450	7657	0.650	0.612	0.55
10074	10085	0.650	0.615	0.75
12068	7594	0.650	0.130	0.88
7229	755	0.650	0.252	0.39
6633	12946	0.650	0.522	0.71
7816	9935	0.649	0.636	0.89
7914	12618	0.649	0.349	0.78
10529	4492	0.649	0.636	0.72
13982	10991	0.649	0.241	0.23
10086	10082	0.649	0.551	0.50
759	7471	0.649	0.625	0.82
6890	826	0.649	0.607	0.38
204	12602	0.649	0.619	0.38
6633	11880	0.649	0.348	0.70
8127	8619	0.648	0.257	0.85
418	422	0.648	0.591	0.85
756	12599	0.648	0.623	0.64
11676	12907	0.648	0.574	0.90
12500	6494	0.648	0.625	0.94
9550	6890	0.647	0.626	0.32
8128	11536	0.647	0.129	0.78
11543	11544	0.647	0.553	0.81
12094	12494	0.647	0.637	0.86
5999	1000	0.646	0.626	0.63
9779	9788	0.646	0.640	0.90
757	1207	0.646	0.624	0.46
11681	13082	0.646	0.598	0.84
6158	3731	0.646	0.624	0.38
12596	13009	0.646	0.629	0.72
7163	7162	0.645	0.609	0.72
10169	10627	0.645	0.640	0.82
7866	13532	0.645	0.436	0.69
6952	1482	0.645	0.631	0.57
12566	8342	0.645	0.625	0.69
11411	3272	0.645	0.627	0.80
12596	12598	0.644	0.542	0.66
10062	10060	0.644	0.637	0.77
10079	10086	0.643	0.634	0.72
11824	9308	0.643	0.204	0.27
13935	477	0.643	0.562	0.34
3303	7860	0.643	0.129	0.38
2491	2597	0.643	0.438	0.75
8894	11086	0.643	0.576	0.81
2703	11378	0.643	0.335	0.81
12558	12618	0.643	0.388	0.81
9775	9782	0.643	0.607	0.78
400	7844	0.642	0.128	0.85
10053	10065	0.642	0.621	0.73
13536	11550	0.642	0.602	0.71
9634	9635	0.641	0.362	0.73
12933	1393	0.641	0.128	0.80
7369	2898	0.641	0.173	0.84
10371	12018	0.641	0.345	0.71
9715	12557	0.641	0.281	0.65
102	103	0.641	0.620	0.86
13998	6468	0.641	0.624	0.34
13671	1012	0.641	0.485	0.35
8947	8948	0.641	0.504	0.54
830	9647	0.641	0.596	0.71
7210	7211	0.641	0.378	0.74
886	2457	0.640	0.599	0.80
3578	3785	0.640	0.615	0.75
12162	4580	0.640	0.546	0.27
10077	10081	0.640	0.619	0.82
9020	9022	0.640	0.627	0.81
6890	5236	0.640	0.624	0.29
13001	12596	0.639	0.619	0.70
11958	8899	0.639	0.590	0.47
50	2125	0.639	0.615	0.75
12467	3286	0.639	0.241	0.65
12013	1403	0.638	0.128	0.57
756	758	0.638	0.596	0.74
6461	3072	0.638	0.526	0.75
12500	8068	0.638	0.613	0.94
5747	7852	0.638	0.625	0.65
10032	10052	0.637	0.607	0.80
10062	10054	0.637	0.615	0.66
13663	13866	0.637	0.588	0.89
555	6890	0.637	0.629	0.44
9846	13907	0.637	0.635	0.83
9577	6431	0.637	0.614	0.92
8619	2457	0.637	0.388	0.72
7275	1016	0.637	0.632	0.85
11447	6956	0.637	0.589	0.74
5227	6254	0.637	0.361	0.39
13001	13009	0.636	0.259	0.53
12933	2846	0.636	0.317	0.41
9430	9385	0.636	0.613	0.76
9208	9778	0.636	0.554	0.54
411	7440	0.636	0.629	0.91
7597	12416	0.636	0.255	0.68
1650	11396	0.635	0.608	0.84
478	13867	0.635	0.584	0.79
6706	1145	0.635	0.294	0.81
2247	4638	0.635	0.263	0.49
8945	8948	0.634	0.512	0.60
5739	379	0.634	0.300	0.88
450	7656	0.634	0.584	0.52
9508	1977	0.634	0.622	0.71
1678	7861	0.634	0.127	0.71
11597	13270	0.634	0.415	0.67
13009	12598	0.634	0.602	0.51
6329	6248	0.634	0.612	0.71
12597	13009	0.634	0.598	0.72
653	13386	0.633	0.622	0.86
7932	7931	0.633	0.618	0.77
8301	11189	0.633	0.597	0.85
8946	8947	0.633	0.597	0.51
7480	2734	0.633	0.325	0.23
11514	2590	0.632	0.584	0.26
419	422	0.632	0.608	0.84
7275	9725	0.632	0.623	0.81
7816	1924	0.632	0.625	0.89
7440	7441	0.631	0.626	0.89
7932	7930	0.631	0.616	0.78
6890	5924	0.631	0.597	0.52
10092	10096	0.631	0.610	0.43
11044	11043	0.630	0.598	0.61
7203	12095	0.630	0.600	0.81
463	186	0.630	0.608	0.83
268	12596	0.630	0.612	0.82
10212	11399	0.630	0.585	0.90
13341	9187	0.630	0.614	0.86
412	422	0.629	0.569	0.87
3320	9635	0.629	0.200	0.70
6890	9587	0.629	0.580	0.41
4795	11554	0.629	0.623	0.48
8568	368	0.629	0.331	0.75
419	413	0.629	0.616	0.88
655	266	0.629	0.590	0.60
13006	13703	0.629	0.387	0.46
12022	12034	0.628	0.622	0.78
10535	9925	0.628	0.615	0.62
410	7438	0.628	0.300	0.87
13564	3404	0.628	0.137	0.79
554	2457	0.628	0.477	0.75
10197	5782	0.628	0.620	0.87
13965	5813	0.627	0.602	0.80
10708	8362	0.627	0.290	0.71
3404	6207	0.627	0.196	0.79
10403	10360	0.627	0.558	0.69
9781	10968	0.627	0.429	0.77
2247	6305	0.627	0.573	0.65
12494	12095	0.627	0.606	0.81
1992	13574	0.627	0.125	0.17
1018	3092	0.627	0.371	0.71
6231	7380	0.626	0.531	0.89
7229	1940	0.626	0.406	0.36
10053	10064	0.626	0.614	0.67
13392	7085	0.626	0.412	0.73
7733	12986	0.626	0.579	0.63
12094	12091	0.626	0.428	0.76
2272	2271	0.626	0.617	0.74
2713	1698	0.626	0.125	0.75
10084	10085	0.626	0.613	0.69
7586	8032	0.625	0.578	0.86
3189	5728	0.625	0.334	0.46
13824	6900	0.625	0.400	0.50
12094	12095	0.625	0.599	0.85
12095	12092	0.625	0.592	0.84
10212	13851	0.625	0.344	0.90
6890	9549	0.625	0.597	0.31
10925	7398	0.624	0.600	0.85
532	8619	0.624	0.320	0.76
7269	12135	0.624	0.600	0.54
9925	10536	0.624	0.605	0.62
8999	9216	0.623	0.360	0.50
9208	9790	0.623	0.589	0.60
7372	7122	0.623	0.151	0.68
296	1816	0.623	0.484	0.89
10462	10461	0.623	0.372	0.66
8127	8594	0.623	0.302	0.83
8429	11834	0.623	0.586	0.90
9783	9781	0.622	0.602	0.84
8672	12470	0.622	0.606	0.78
7203	12494	0.622	0.509	0.81
11331	11332	0.622	0.595	0.86
10079	10082	0.622	0.609	0.76
7408	7967	0.622	0.606	0.31
954	5872	0.622	0.447	0.60
9464	4762	0.622	0.161	0.87
13002	12596	0.621	0.616	0.73
11909	8724	0.621	0.478	0.84
8546	8274	0.621	0.611	0.90
7203	10209	0.621	0.586	0.72
13392	1972	0.621	0.587	0.78
11383	10574	0.621	0.609	0.76
12501	12531	0.621	0.602	0.84
3174	7553	0.621	0.524	0.58
12597	13001	0.620	0.603	0.70
10095	10087	0.620	0.599	0.79
7980	2195	0.620	0.586	0.49
13482	6890	0.620	0.598	0.32
10299	7197	0.620	0.298	0.72
12597	13002	0.619	0.608	0.73
2713	2200	0.619	0.266	0.83
12597	268	0.619	0.597	0.80
11353	11360	0.619	0.574	0.85
11114	2797	0.619	0.327	0.76
13346	776	0.619	0.593	0.79
13544	12651	0.618	0.533	0.80
11415	6757	0.618	0.248	0.76
10672	10661	0.617	0.565	0.32
7502	6465	0.617	0.594	0.82
13663	13691	0.617	0.574	0.81
11258	4335	0.617	0.259	0.28
11227	11235	0.616	0.610	0.82
10067	10076	0.616	0.563	0.66
2382	4249	0.616	0.192	0.73
6344	11738	0.615	0.586	0.57
7937	7930	0.615	0.569	0.87
295	1816	0.615	0.362	0.89
12907	11699	0.614	0.584	0.89
11936	1810	0.614	0.547	0.88
1821	1495	0.614	0.557	0.76
7920	7919	0.614	0.609	0.92
10043	10034	0.614	0.602	0.75
13001	12598	0.613	0.580	0.50
3578	3908	0.613	0.579	0.75
969	7117	0.613	0.140	0.42
566	10477	0.613	0.346	0.71
11114	13691	0.613	0.514	0.67
2169	6358	0.613	0.603	0.55
7229	6715	0.613	0.527	0.40
9812	6056	0.613	0.536	0.37
7816	9196	0.613	0.580	0.88
8317	8318	0.612	0.587	0.90
13519	4213	0.612	0.577	0.78
9777	9775	0.612	0.598	0.86
11385	12035	0.612	0.418	0.76
8945	8947	0.612	0.518	0.58
9034	13454	0.612	0.604	0.85
12024	12029	0.612	0.583	0.81
13098	13097	0.612	0.591	0.37
11686	12907	0.611	0.267	0.87
3131	6706	0.611	0.148	0.80
6015	10030	0.611	0.593	0.62
8946	8948	0.611	0.475	0.50
13004	12596	0.610	0.574	0.71
7937	7931	0.610	0.561	0.88
10089	10073	0.610	0.598	0.67
362	7408	0.610	0.404	0.27
13037	8784	0.610	0.528	0.63
1145	12528	0.610	0.182	0.68
1615	1337	0.609	0.413	0.31
13907	13391	0.609	0.151	0.88
13002	12598	0.609	0.584	0.51
13935	6906	0.609	0.338	0.79
3391	3346	0.609	0.584	0.31
11514	9216	0.608	0.374	0.51
6173	13639	0.608	0.138	0.80
6646	13386	0.608	0.540	0.77
2441	6210	0.608	0.587	0.76
2559	3189	0.608	0.398	0.40
11813	6173	0.608	0.122	0.77
11031	12317	0.608	0.586	0.83
8672	779	0.608	0.581	0.66
9200	12687	0.607	0.561	0.24
13516	11383	0.607	0.599	0.78
9778	9790	0.607	0.533	0.45
7139	4869	0.607	0.375	0.63
9777	9793	0.607	0.580	0.57
12504	8068	0.607	0.581	0.85
9212	12946	0.607	0.125	0.69
12025	12029	0.607	0.563	0.81
7502	3775	0.607	0.588	0.85
8954	9427	0.607	0.552	0.55
13663	11117	0.607	0.534	0.84
10312	10313	0.607	0.544	0.72
13775	6235	0.607	0.580	0.72
10079	10096	0.607	0.561	0.78
13095	776	0.606	0.573	0.56
10672	11082	0.606	0.593	0.76
12495	7234	0.606	0.591	0.92
8869	12639	0.606	0.355	0.78
3320	12558	0.606	0.249	0.72
8436	2594	0.606	0.591	0.88
6891	8607	0.606	0.232	0.80
8619	4762	0.606	0.257	0.82
9725	1016	0.606	0.594	0.76
13641	10671	0.606	0.558	0.71
7616	7617	0.605	0.583	0.84
8105	6845	0.605	0.591	0.61
6344	13966	0.605	0.471	0.86
12285	11396	0.605	0.561	0.87
10344	7064	0.604	0.326	0.78
7158	7159	0.604	0.440	0.42
9550	12166	0.604	0.565	0.30
13003	12598	0.604	0.547	0.51
7229	8346	0.604	0.417	0.35
13699	13698	0.604	0.362	0.21
8130	3591	0.603	0.577	0.82
9389	9092	0.603	0.550	0.62
7502	6449	0.603	0.583	0.84
29	9421	0.603	0.585	0.52
10619	12555	0.603	0.581	0.49
450	11759	0.603	0.577	0.51
11655	12555	0.603	0.591	0.57
6136	9433	0.602	0.582	0.78
7210	7209	0.602	0.591	0.70
11393	1097	0.602	0.190	0.28
13865	11823	0.601	0.130	0.78
13752	13725	0.601	0.581	0.90
11594	10089	0.601	0.586	0.82
11813	12640	0.601	0.120	0.80
9114	10555	0.601	0.579	0.55
362	2955	0.601	0.502	0.28
7432	13332	0.601	0.576	0.42
9794	9793	0.601	0.520	0.55
11739	10668	0.600	0.549	0.43
12912	10926	0.600	0.591	0.76
12471	3337	0.600	0.484	0.66
8896	11738	0.600	0.585	0.90
12033	12029	0.600	0.530	0.50
886	7979	0.599	0.588	0.71
10092	10083	0.599	0.577	0.74
6891	10521	0.599	0.120	0.78
2531	13537	0.599	0.554	0.79
7473	6206	0.599	0.164	0.71
12862	8928	0.599	0.533	0.34
10092	10089	0.599	0.585	0.53
3320	9634	0.599	0.132	0.73
6461	3785	0.598	0.565	0.78
10062	10069	0.598	0.510	0.53
13738	13730	0.598	0.589	0.66
12028	12023	0.598	0.584	0.75
12087	6761	0.598	0.506	0.71
6089	6138	0.597	0.552	0.87
1294	10005	0.597	0.585	0.80
10343	478	0.597	0.575	0.55
11395	12285	0.596	0.535	0.87
646	7921	0.596	0.177	0.85
8422	8423	0.596	0.580	0.86
12814	8715	0.596	0.571	0.48
12933	11037	0.595	0.119	0.85
6652	10953	0.595	0.585	0.55
6418	7577	0.595	0.536	0.76
9078	7471	0.594	0.570	0.79
13037	8853	0.594	0.448	0.60
11813	8619	0.593	0.359	0.75
11393	1451	0.593	0.128	0.36
12494	10209	0.593	0.564	0.80
6891	12639	0.593	0.123	0.81
10625	12095	0.593	0.150	0.85
11227	11234	0.593	0.573	0.79
2457	7813	0.593	0.313	0.77
7858	7854	0.593	0.544	0.81
8399	186	0.593	0.579	0.70
12499	8062	0.593	0.574	0.93
9660	186	0.593	0.570	0.74
9795	9797	0.592	0.556	0.54
12499	170	0.592	0.547	0.95
13698	13700	0.592	0.314	0.23
10533	53	0.592	0.554	0.75
11817	11700	0.592	0.280	0.81
7943	9775	0.592	0.336	0.71
12494	1616	0.592	0.118	0.78
13194	165	0.591	0.494	0.81
11579	11577	0.591	0.563	0.78
13004	13703	0.591	0.510	0.56
8576	10935	0.591	0.364	0.32
13096	9788	0.591	0.196	0.34
11406	4733	0.590	0.561	0.58
9468	9465	0.590	0.558	0.58
9793	9796	0.589	0.556	0.58
11068	13691	0.589	0.553	0.76
13004	12520	0.589	0.571	0.83
11398	12285	0.589	0.558	0.88
113	3777	0.589	0.527	0.88
7920	7918	0.588	0.581	0.88
12222	8964	0.588	0.577	0.86
10923	7398	0.588	0.533	0.82
9778	1097	0.588	0.157	0.30
7928	7929	0.588	0.575	0.80
11959	11658	0.588	0.170	0.44
13061	13898	0.588	0.540	0.47
9288	9351	0.588	0.529	0.35
1534	6845	0.588	0.544	0.74
13007	13957	0.587	0.551	0.78
10013	499	0.587	0.181	0.69
7758	9090	0.587	0.560	0.37
12094	12093	0.587	0.548	0.85
13106	2457	0.587	0.338	0.71
113	1559	0.587	0.518	0.87
9802	9804	0.586	0.531	0.79
837	7456	0.586	0.121	0.61
7500	7813	0.586	0.466	0.80
7447	13580	0.586	0.516	0.85
10005	13660	0.586	0.558	0.86
6461	3908	0.586	0.559	0.78
9938	9995	0.586	0.281	0.67
10371	12416	0.586	0.117	0.49
8346	6063	0.586	0.352	0.38
583	9792	0.586	0.448	0.27
11813	11528	0.585	0.117	0.80
13851	13061	0.585	0.551	0.57
3902	11835	0.585	0.558	0.76
4668	13572	0.585	0.414	0.62
9408	5999	0.585	0.489	0.84
1515	4658	0.585	0.507	0.36
12095	12618	0.585	0.132	0.82
12528	797	0.585	0.321	0.90
13222	5854	0.585	0.560	0.53
