i	j	iLIS_best	iLIS_avg	ipTM_best
8589	8603	0.797	0.795	0.94
8603	8592	0.797	0.791	0.95
8583	8603	0.797	0.794	0.94
8585	8601	0.797	0.791	0.94
8590	8602	0.796	0.788	0.94
8590	8597	0.796	0.790	0.95
8585	8603	0.796	0.795	0.94
8583	8582	0.796	0.792	0.94
8591	8602	0.796	0.786	0.94
8581	8592	0.796	0.794	0.95
8585	8602	0.796	0.792	0.94
8589	8604	0.796	0.787	0.94
8586	8601	0.796	0.794	0.94
8586	8599	0.796	0.792	0.94
8580	8598	0.796	0.790	0.94
8584	8597	0.795	0.788	0.94
8585	8597	0.795	0.787	0.94
8583	8604	0.795	0.788	0.94
8595	8582	0.795	0.776	0.94
8584	8588	0.795	0.788	0.95
8602	8598	0.794	0.782	0.94
8602	8592	0.794	0.786	0.95
8586	8588	0.794	0.788	0.95
8586	8595	0.794	0.784	0.94
8588	8590	0.794	0.789	0.95
8591	8601	0.794	0.785	0.94
8582	8599	0.793	0.783	0.94
8594	8600	0.793	0.781	0.95
8580	8592	0.793	0.789	0.95
8594	8599	0.793	0.784	0.94
8586	8600	0.793	0.790	0.94
8600	8592	0.793	0.783	0.95
8585	8594	0.792	0.767	0.94
8600	8598	0.792	0.784	0.94
8582	8603	0.792	0.785	0.94
8591	8600	0.792	0.783	0.94
8583	8599	0.792	0.787	0.94
8603	8598	0.791	0.784	0.94
8586	8598	0.791	0.787	0.94
8585	8595	0.791	0.775	0.94
8585	8587	0.791	0.788	0.95
8584	8595	0.791	0.778	0.94
8585	8588	0.791	0.787	0.95
8590	8601	0.791	0.782	0.94
8588	8591	0.791	0.786	0.94
8590	8600	0.791	0.785	0.94
8584	8592	0.791	0.785	0.95
8601	8598	0.791	0.779	0.94
8582	8598	0.790	0.779	0.94
8589	8595	0.790	0.778	0.94
8589	8602	0.790	0.784	0.94
8588	8589	0.790	0.787	0.95
8595	8590	0.790	0.780	0.94
8584	8587	0.790	0.786	0.94
8584	8598	0.790	0.784	0.94
8585	8600	0.790	0.785	0.94
8583	8597	0.790	0.785	0.94
8583	8601	0.790	0.787	0.94
8583	8588	0.790	0.786	0.94
8587	8589	0.789	0.786	0.95
8595	8591	0.789	0.769	0.94
8589	8597	0.789	0.784	0.94
8594	8603	0.789	0.777	0.94
8601	8592	0.789	0.777	0.95
8596	8581	0.789	0.771	0.94
8594	8591	0.788	0.772	0.94
8582	8597	0.788	0.785	0.94
8586	8594	0.788	0.775	0.94
8604	8598	0.788	0.773	0.94
8589	8599	0.788	0.786	0.94
8583	8587	0.787	0.785	0.94
8588	8603	0.787	0.783	0.95
8599	8598	0.787	0.784	0.94
8601	8597	0.787	0.774	0.94
8589	8601	0.787	0.784	0.94
8587	8603	0.787	0.782	0.94
8583	8595	0.787	0.773	0.94
8591	8597	0.787	0.769	0.94
8587	8582	0.787	0.782	0.93
8590	8609	0.787	0.774	0.93
8587	8591	0.787	0.784	0.94
8583	8602	0.786	0.782	0.93
8584	8594	0.786	0.771	0.94
8583	8600	0.786	0.781	0.94
8591	8592	0.786	0.783	0.94
8593	8581	0.785	0.769	0.94
8594	8602	0.785	0.769	0.94
8587	8590	0.785	0.779	0.94
8595	8599	0.785	0.774	0.94
8586	8592	0.785	0.783	0.94
8580	8596	0.785	0.761	0.94
8602	8597	0.785	0.774	0.94
8595	8603	0.785	0.772	0.94
8588	8582	0.784	0.782	0.93
8588	8604	0.784	0.775	0.94
8587	8601	0.784	0.781	0.94
8585	8598	0.783	0.779	0.94
8588	8599	0.783	0.780	0.94
8589	8600	0.783	0.778	0.94
8600	8597	0.783	0.771	0.94
8585	8592	0.783	0.776	0.94
8595	8604	0.783	0.761	0.94
8582	8602	0.783	0.764	0.94
8584	8593	0.783	0.771	0.94
8588	8601	0.783	0.780	0.94
8588	8597	0.782	0.777	0.94
8582	8600	0.782	0.768	0.94
8595	8600	0.782	0.763	0.94
8583	8598	0.781	0.777	0.93
8580	8609	0.781	0.765	0.93
8587	8599	0.780	0.776	0.94
8587	8602	0.780	0.777	0.94
8584	8596	0.780	0.767	0.93
8585	8596	0.780	0.755	0.93
8587	8604	0.780	0.774	0.94
8582	8601	0.779	0.762	0.94
8589	8598	0.779	0.774	0.93
8587	8600	0.779	0.775	0.94
8587	8597	0.779	0.775	0.94
8588	8602	0.779	0.775	0.94
8587	8595	0.779	0.767	0.94
8584	8609	0.779	0.775	0.92
8581	8609	0.779	0.773	0.93
8588	8595	0.779	0.759	0.94
8583	8592	0.779	0.775	0.94
8594	8590	0.779	0.766	0.94
8589	8594	0.778	0.766	0.94
8595	8602	0.777	0.756	0.94
8591	8598	0.777	0.765	0.93
8596	8582	0.777	0.768	0.91
8587	8588	0.777	0.772	0.94
8580	8352	0.776	0.766	0.97
8588	8600	0.776	0.772	0.94
8596	8590	0.776	0.768	0.94
8589	8592	0.775	0.772	0.94
8581	8352	0.775	0.763	0.97
8586	8609	0.774	0.764	0.92
8582	8592	0.774	0.767	0.92
8588	8592	0.774	0.771	0.93
8597	8592	0.774	0.759	0.94
8590	8592	0.773	0.764	0.94
8594	8582	0.773	0.761	0.93
8583	8596	0.773	0.758	0.93
8583	8594	0.772	0.754	0.93
8587	8598	0.772	0.766	0.94
8594	8597	0.771	0.747	0.94
8587	8594	0.771	0.758	0.94
8588	8598	0.771	0.765	0.94
8586	8596	0.771	0.756	0.93
8594	8592	0.769	0.753	0.94
9762	9761	0.769	0.760	0.90
8588	8594	0.768	0.757	0.94
8594	8595	0.768	0.750	0.93
8612	8609	0.767	0.761	0.93
9763	9761	0.767	0.758	0.91
8591	8593	0.766	0.742	0.92
8587	8592	0.766	0.763	0.93
242	237	0.766	0.761	0.90
8583	8609	0.766	0.757	0.92
8595	8597	0.766	0.739	0.93
8589	8596	0.765	0.737	0.93
8580	8593	0.765	0.743	0.93
8589	8609	0.764	0.752	0.92
8596	8591	0.764	0.739	0.93
8588	8609	0.762	0.755	0.92
8588	8596	0.761	0.747	0.92
8584	8352	0.761	0.750	0.97
8582	8352	0.760	0.746	0.91
8586	8352	0.760	0.744	0.97
8598	8597	0.760	0.743	0.93
241	237	0.760	0.750	0.90
8585	8593	0.760	0.736	0.93
8585	8352	0.759	0.746	0.97
8598	8592	0.758	0.745	0.94
8612	8610	0.758	0.746	0.92
8590	8610	0.758	0.743	0.91
8611	8581	0.758	0.736	0.92
3018	4727	0.758	0.750	0.94
8589	8352	0.758	0.747	0.97
8595	8352	0.757	0.741	0.97
8585	8609	0.757	0.749	0.92
8586	8611	0.756	0.729	0.92
8591	8352	0.756	0.747	0.96
241	242	0.756	0.750	0.91
8595	8601	0.756	0.733	0.93
9763	9762	0.756	0.749	0.90
8590	8352	0.755	0.750	0.97
8594	8598	0.755	0.743	0.93
8587	8596	0.754	0.724	0.91
8586	8612	0.753	0.477	0.92
8586	8593	0.753	0.725	0.92
8599	8352	0.753	0.735	0.97
8612	8581	0.752	0.545	0.92
8587	8609	0.752	0.738	0.92
4727	6062	0.751	0.737	0.85
8583	8352	0.751	0.746	0.96
12271	12268	0.751	0.737	0.90
8587	8352	0.751	0.743	0.96
8612	8611	0.750	0.740	0.89
8601	8352	0.750	0.734	0.97
234	237	0.750	0.732	0.91
8607	12287	0.749	0.740	0.92
489	491	0.749	0.744	0.89
8602	8352	0.748	0.730	0.96
8588	8352	0.748	0.739	0.96
240	239	0.747	0.742	0.93
233	11201	0.746	0.733	0.92
8585	8612	0.746	0.654	0.92
8607	8606	0.746	0.738	0.92
234	242	0.746	0.726	0.91
8583	8593	0.746	0.702	0.92
240	243	0.745	0.739	0.92
122	11145	0.745	0.225	0.87
8600	8352	0.745	0.724	0.96
234	240	0.745	0.731	0.92
232	237	0.744	0.732	0.92
234	232	0.744	0.733	0.92
8607	8605	0.743	0.741	0.93
12271	12270	0.743	0.729	0.90
12272	12268	0.743	0.731	0.90
3018	6062	0.743	0.733	0.93
8581	8610	0.743	0.681	0.90
240	232	0.742	0.736	0.92
8593	8590	0.742	0.713	0.91
8597	8352	0.741	0.722	0.96
242	232	0.741	0.717	0.92
234	241	0.741	0.733	0.91
233	243	0.741	0.736	0.93
8584	8610	0.741	0.727	0.90
8588	8593	0.740	0.708	0.91
8589	8593	0.740	0.726	0.92
234	11201	0.739	0.717	0.91
8593	8603	0.738	0.703	0.91
8593	8597	0.738	0.712	0.91
241	232	0.738	0.698	0.92
12272	12270	0.737	0.723	0.91
234	233	0.737	0.725	0.93
8595	8592	0.737	0.725	0.93
8604	8352	0.737	0.685	0.96
240	11201	0.735	0.724	0.92
8606	8605	0.735	0.729	0.92
238	242	0.735	0.724	0.90
238	243	0.734	0.716	0.91
233	232	0.734	0.723	0.93
233	237	0.734	0.718	0.92
8598	8352	0.733	0.726	0.96
8472	8604	0.733	0.400	0.88
501	490	0.733	0.730	0.90
8606	12287	0.732	0.723	0.92
240	242	0.732	0.721	0.92
8596	8352	0.732	0.668	0.93
8584	8611	0.732	0.710	0.90
241	239	0.732	0.718	0.92
8587	8593	0.732	0.719	0.91
242	233	0.731	0.722	0.92
11201	237	0.731	0.717	0.90
8594	8352	0.731	0.717	0.96
8596	8597	0.731	0.697	0.91
8593	8599	0.731	0.698	0.90
238	237	0.730	0.722	0.90
8609	8598	0.730	0.693	0.90
8603	8352	0.730	0.709	0.96
240	237	0.730	0.714	0.92
238	233	0.730	0.687	0.91
8594	8593	0.730	0.693	0.92
239	232	0.729	0.722	0.92
239	237	0.729	0.720	0.92
234	239	0.729	0.718	0.91
8605	12287	0.728	0.719	0.92
242	243	0.728	0.718	0.92
238	234	0.728	0.720	0.91
8580	8610	0.728	0.651	0.90
240	241	0.728	0.687	0.93
233	239	0.728	0.724	0.93
10965	10966	0.728	0.711	0.93
205	3623	0.727	0.679	0.92
240	233	0.727	0.722	0.92
8595	8609	0.727	0.621	0.90
243	11201	0.727	0.714	0.92
242	239	0.727	0.719	0.92
8592	8352	0.727	0.721	0.93
11057	11059	0.726	0.642	0.87
10561	10566	0.726	0.699	0.96
234	243	0.726	0.717	0.91
11201	232	0.726	0.722	0.92
238	241	0.725	0.717	0.90
241	11201	0.725	0.705	0.89
241	243	0.724	0.715	0.92
239	11201	0.723	0.713	0.92
243	237	0.723	0.714	0.92
144	143	0.723	0.711	0.92
242	11201	0.723	0.712	0.91
12271	12273	0.722	0.718	0.79
234	235	0.722	0.671	0.91
8593	8598	0.721	0.655	0.90
8588	8610	0.720	0.697	0.89
8585	8610	0.720	0.682	0.89
235	11201	0.720	0.706	0.89
243	232	0.720	0.712	0.92
243	239	0.719	0.712	0.92
8452	8453	0.718	0.702	0.90
235	240	0.718	0.706	0.92
238	240	0.717	0.705	0.92
8609	8352	0.717	0.695	0.95
8589	8610	0.716	0.685	0.88
12272	12273	0.716	0.712	0.74
8606	8592	0.716	0.632	0.90
11058	11059	0.716	0.581	0.90
238	232	0.715	0.686	0.92
238	11201	0.715	0.678	0.88
8596	8599	0.714	0.500	0.89
235	232	0.714	0.698	0.92
501	488	0.713	0.682	0.90
235	233	0.712	0.704	0.93
241	233	0.712	0.693	0.92
8593	8582	0.712	0.628	0.90
8595	8593	0.712	0.678	0.90
8591	8609	0.711	0.667	0.89
8596	8598	0.711	0.591	0.89
140	144	0.711	0.703	0.92
8596	8593	0.710	0.692	0.89
8607	8592	0.710	0.616	0.90
235	237	0.709	0.671	0.89
8582	8609	0.709	0.635	0.91
238	235	0.709	0.701	0.85
699	10265	0.708	0.691	0.52
8586	8610	0.708	0.643	0.88
8606	8599	0.707	0.653	0.89
8349	8348	0.707	0.634	0.85
7198	7197	0.706	0.684	0.91
235	241	0.706	0.662	0.89
8580	8611	0.706	0.643	0.90
8593	8600	0.706	0.661	0.89
8610	8352	0.706	0.674	0.95
8610	8598	0.706	0.661	0.88
10776	10777	0.705	0.694	0.92
8585	8611	0.705	0.672	0.90
8587	8610	0.702	0.586	0.88
8593	8592	0.702	0.679	0.90
142	140	0.701	0.694	0.91
235	242	0.701	0.675	0.90
8609	8597	0.700	0.644	0.88
8606	8601	0.700	0.645	0.89
8606	8597	0.699	0.571	0.89
140	143	0.699	0.688	0.91
145	140	0.697	0.692	0.90
145	142	0.695	0.691	0.91
142	143	0.695	0.688	0.92
12272	12274	0.695	0.687	0.57
12258	12260	0.694	0.689	0.90
235	243	0.693	0.684	0.92
238	239	0.692	0.665	0.90
654	13384	0.692	0.681	0.91
142	144	0.691	0.675	0.92
8593	8601	0.691	0.677	0.88
8594	8596	0.688	0.578	0.88
12274	12275	0.686	0.648	0.60
12260	12259	0.686	0.679	0.89
235	239	0.685	0.677	0.91
8589	8611	0.684	0.645	0.88
11447	8327	0.684	0.668	0.81
11121	2178	0.684	0.136	0.87
13385	13383	0.684	0.625	0.86
8591	8610	0.682	0.612	0.87
8282	10566	0.681	0.649	0.66
9020	9021	0.680	0.671	0.86
500	505	0.680	0.659	0.94
12258	12261	0.680	0.670	0.89
8611	8352	0.680	0.638	0.83
8593	8602	0.679	0.623	0.87
8606	8602	0.679	0.497	0.87
12274	12273	0.678	0.361	0.61
8588	8611	0.678	0.656	0.87
11460	11462	0.678	0.136	0.85
8606	8603	0.678	0.442	0.87
145	143	0.677	0.665	0.91
12271	12274	0.676	0.670	0.77
495	492	0.676	0.639	0.70
8583	8611	0.676	0.654	0.88
500	504	0.674	0.655	0.94
8606	8600	0.674	0.497	0.87
10784	10785	0.673	0.668	0.83
9020	3917	0.673	0.667	0.85
11057	11058	0.673	0.438	0.79
8583	8610	0.672	0.631	0.86
11048	11051	0.671	0.627	0.46
499	504	0.670	0.649	0.92
496	492	0.670	0.595	0.68
653	13385	0.669	0.650	0.86
12261	12259	0.669	0.665	0.87
8610	8597	0.668	0.597	0.85
145	144	0.668	0.661	0.91
8583	8612	0.667	0.415	0.87
9021	3917	0.667	0.662	0.87
8611	8590	0.664	0.632	0.87
1406	2701	0.664	0.640	0.65
8277	8278	0.663	0.440	0.91
5783	6137	0.663	0.655	0.91
4643	9021	0.662	0.638	0.83
8607	8601	0.659	0.545	0.86
8277	8279	0.658	0.409	0.92
2178	4413	0.657	0.223	0.86
13857	10671	0.655	0.635	0.86
8453	9405	0.654	0.601	0.85
8593	8352	0.653	0.625	0.93
8605	8592	0.652	0.543	0.85
499	505	0.652	0.630	0.92
9020	4643	0.652	0.636	0.80
8611	8592	0.650	0.474	0.84
8593	8604	0.649	0.574	0.84
8270	13992	0.648	0.644	0.84
8605	8602	0.647	0.383	0.86
12290	13861	0.647	0.638	0.83
8594	8609	0.645	0.560	0.85
8609	8604	0.643	0.537	0.85
490	488	0.642	0.598	0.83
2980	6141	0.642	0.597	0.93
8605	8600	0.641	0.328	0.85
9021	9022	0.640	0.611	0.84
5359	4451	0.640	0.064	0.70
9020	9022	0.640	0.626	0.81
11643	11641	0.638	0.614	0.66
830	9647	0.638	0.596	0.71
8587	8611	0.638	0.594	0.85
8609	8599	0.637	0.392	0.84
12624	12630	0.637	0.634	0.77
7980	1289	0.637	0.126	0.47
6121	10963	0.635	0.626	0.90
1126	10566	0.635	0.581	0.68
12189	12295	0.634	0.593	0.88
11052	11048	0.634	0.614	0.47
8607	8600	0.633	0.360	0.83
13009	12598	0.633	0.603	0.51
8278	8279	0.632	0.368	0.91
8612	8582	0.632	0.428	0.84
8605	8603	0.631	0.370	0.84
13003	12598	0.631	0.545	0.51
12272	12275	0.629	0.605	0.58
11052	11051	0.629	0.593	0.49
8605	8599	0.628	0.170	0.84
383	11681	0.627	0.132	0.80
8611	8597	0.626	0.486	0.85
4643	3917	0.625	0.606	0.79
501	493	0.625	0.543	0.93
3685	3719	0.623	0.611	0.89
8596	8603	0.622	0.297	0.84
11643	11640	0.621	0.612	0.90
655	266	0.621	0.588	0.60
492	502	0.619	0.610	0.62
4643	9022	0.617	0.525	0.78
9022	3917	0.616	0.606	0.81
202	8311	0.615	0.553	0.89
914	13793	0.615	0.590	0.84
3281	3608	0.614	0.588	0.86
8605	8601	0.613	0.438	0.84
8317	8318	0.613	0.588	0.90
505	487	0.612	0.548	0.89
2841	3608	0.612	0.586	0.86
8580	8612	0.611	0.350	0.85
11642	11640	0.611	0.594	0.89
8611	8604	0.609	0.411	0.83
504	487	0.609	0.594	0.89
8594	8610	0.607	0.447	0.83
5837	13567	0.607	0.223	0.70
8588	8612	0.606	0.357	0.84
653	654	0.605	0.588	0.84
8593	8610	0.605	0.432	0.83
383	8270	0.605	0.585	0.91
3194	4585	0.605	0.599	0.88
6646	12455	0.604	0.592	0.93
663	8270	0.604	0.590	0.74
6140	6141	0.604	0.581	0.93
381	8270	0.604	0.582	0.89
9761	9760	0.603	0.491	0.85
8611	8598	0.603	0.531	0.84
8607	8599	0.603	0.249	0.82
8612	8590	0.602	0.409	0.85
8609	8592	0.601	0.525	0.83
10601	10602	0.601	0.582	0.81
11642	11643	0.600	0.571	0.85
5732	3719	0.599	0.460	0.85
12271	12275	0.598	0.563	0.73
382	8270	0.598	0.566	0.90
494	493	0.598	0.533	0.57
4806	3610	0.598	0.589	0.87
7980	8705	0.597	0.555	0.51
6089	6138	0.597	0.552	0.87
6138	6141	0.597	0.589	0.93
11169	11170	0.594	0.590	0.88
6089	6141	0.594	0.577	0.91
914	13792	0.594	0.583	0.88
6089	6140	0.593	0.564	0.83
6138	6140	0.593	0.556	0.82
144	141	0.592	0.569	0.87
6089	2979	0.592	0.564	0.83
8612	8352	0.592	0.446	0.88
8607	8602	0.592	0.248	0.81
2748	3281	0.591	0.581	0.86
3607	11171	0.590	0.588	0.88
11171	3610	0.590	0.582	0.86
2748	2841	0.590	0.576	0.86
6138	2979	0.590	0.556	0.86
2841	11171	0.589	0.579	0.85
3281	3607	0.589	0.577	0.84
3281	11171	0.589	0.581	0.85
11641	11640	0.589	0.580	0.89
495	493	0.589	0.568	0.69
3281	11170	0.589	0.574	0.84
4806	2841	0.589	0.565	0.87
1471	3968	0.588	0.566	0.88
4806	3281	0.588	0.566	0.87
235	236	0.587	0.499	0.79
3194	3608	0.587	0.574	0.87
11171	11170	0.586	0.579	0.87
13712	10635	0.585	0.563	0.84
2979	6140	0.585	0.551	0.85
3194	11170	0.585	0.568	0.87
3194	2841	0.585	0.561	0.81
2841	3607	0.585	0.572	0.84
2979	6141	0.585	0.575	0.91
13384	13385	0.584	0.557	0.73
3608	11170	0.584	0.572	0.87
2841	11170	0.584	0.567	0.83
3281	3968	0.583	0.537	0.88
12505	11255	0.583	0.556	0.53
8594	8606	0.582	0.411	0.84
8607	8604	0.582	0.116	0.81
4806	1471	0.582	0.545	0.84
3194	3968	0.581	0.571	0.90
501	491	0.581	0.330	0.86
1471	4585	0.580	0.562	0.85
5732	3685	0.580	0.502	0.84
3281	3610	0.580	0.563	0.84
3194	1471	0.580	0.565	0.81
8607	8597	0.580	0.249	0.82
3608	3610	0.580	0.568	0.86
8611	8582	0.580	0.505	0.79
143	141	0.579	0.560	0.87
3607	3968	0.579	0.574	0.90
1471	11171	0.579	0.560	0.83
2841	3610	0.579	0.567	0.84
3607	3608	0.578	0.575	0.87
3985	11986	0.578	0.550	0.69
1471	3608	0.577	0.549	0.84
6138	2980	0.577	0.537	0.91
11171	3608	0.577	0.572	0.87
3610	3968	0.577	0.567	0.88
8589	8612	0.577	0.131	0.82
8595	8610	0.576	0.401	0.80
2841	3968	0.576	0.505	0.88
3476	10635	0.576	0.560	0.82
12149	12147	0.576	0.272	0.86
11171	3968	0.576	0.568	0.90
3608	3968	0.575	0.571	0.88
3607	11170	0.575	0.570	0.86
11166	3281	0.575	0.547	0.84
3194	3607	0.575	0.567	0.85
2748	3610	0.575	0.564	0.87
3194	3281	0.574	0.565	0.81
140	141	0.574	0.551	0.82
12290	13857	0.574	0.546	0.78
11170	3766	0.574	0.568	0.87
11185	1591	0.574	0.505	0.85
11173	2841	0.573	0.554	0.84
12146	12147	0.573	0.209	0.85
6670	4413	0.572	0.217	0.66
266	7968	0.572	0.565	0.94
8611	8601	0.572	0.350	0.82
3743	12673	0.572	0.563	0.90
3607	3610	0.571	0.566	0.85
1471	2841	0.571	0.458	0.82
12148	9604	0.571	0.242	0.84
11472	151	0.571	0.298	0.84
11642	11641	0.570	0.548	0.84
11166	2841	0.570	0.512	0.84
8582	8610	0.570	0.479	0.84
11173	3968	0.570	0.557	0.85
12149	12146	0.570	0.177	0.84
11470	11471	0.570	0.549	0.83
11169	3608	0.570	0.568	0.86
3194	3610	0.570	0.559	0.84
13689	502	0.569	0.553	0.61
12289	12291	0.568	0.538	0.45
3194	11171	0.568	0.555	0.85
11169	3281	0.568	0.560	0.85
13007	8451	0.567	0.485	0.42
13075	9405	0.567	0.554	0.85
1471	3607	0.567	0.557	0.82
11168	3610	0.567	0.554	0.87
1498	3743	0.566	0.559	0.90
8318	148	0.566	0.218	0.81
11169	2841	0.565	0.557	0.85
11173	3281	0.565	0.522	0.83
11169	11171	0.565	0.561	0.86
13857	9911	0.565	0.546	0.69
13857	10602	0.565	0.502	0.73
6788	3607	0.564	0.552	0.84
1471	3969	0.564	0.457	0.86
13712	3476	0.564	0.554	0.81
11166	3607	0.564	0.556	0.85
4806	11171	0.564	0.553	0.86
6788	3968	0.563	0.544	0.84
490	498	0.563	0.403	0.56
496	493	0.563	0.524	0.66
1498	12673	0.563	0.554	0.90
11170	3610	0.563	0.550	0.86
11168	3607	0.563	0.557	0.84
2748	3968	0.562	0.556	0.89
6788	11171	0.562	0.556	0.84
2748	3607	0.562	0.555	0.88
11049	11051	0.561	0.515	0.47
2980	6140	0.561	0.528	0.89
13003	13792	0.561	0.515	0.64
5318	6137	0.561	0.509	0.83
1471	2748	0.561	0.530	0.83
9911	10671	0.560	0.552	0.86
3194	2748	0.560	0.555	0.87
3194	11169	0.560	0.552	0.87
10785	11059	0.560	0.189	0.86
11166	11171	0.560	0.552	0.85
2980	2979	0.560	0.507	0.89
11167	3281	0.560	0.498	0.82
4806	3608	0.559	0.545	0.83
11170	3968	0.559	0.555	0.88
12300	8014	0.559	0.543	0.60
4806	11170	0.559	0.551	0.86
11166	6788	0.559	0.551	0.82
6089	2980	0.559	0.542	0.89
3607	4585	0.559	0.547	0.86
11169	3610	0.558	0.554	0.87
3194	11173	0.558	0.548	0.86
11168	11171	0.558	0.555	0.85
2829	2178	0.558	0.109	0.85
381	12455	0.557	0.496	0.88
209	210	0.557	0.333	0.89
8609	8602	0.557	0.345	0.80
653	13383	0.557	0.221	0.76
8605	8597	0.556	0.250	0.80
11173	3607	0.556	0.546	0.85
2748	11170	0.556	0.553	0.85
12147	9604	0.556	0.173	0.85
11166	3968	0.556	0.527	0.86
11167	1471	0.556	0.539	0.82
4806	3194	0.556	0.548	0.87
2748	11171	0.555	0.553	0.87
4806	3968	0.555	0.547	0.88
663	7461	0.555	0.538	0.80
11169	3607	0.555	0.550	0.87
13849	4078	0.555	0.215	0.53
11167	3607	0.554	0.550	0.86
12148	12147	0.554	0.255	0.85
3608	4585	0.553	0.549	0.84
11173	11171	0.553	0.546	0.86
11124	4413	0.553	0.114	0.75
6788	3608	0.553	0.540	0.82
12307	12289	0.553	0.526	0.67
11173	11172	0.553	0.542	0.87
11171	3766	0.553	0.549	0.87
2618	3220	0.553	0.244	0.85
3610	3766	0.552	0.545	0.87
12148	12146	0.552	0.220	0.83
11166	11173	0.552	0.542	0.84
11167	2841	0.552	0.435	0.82
3194	3766	0.552	0.542	0.87
6788	2841	0.552	0.472	0.80
12455	13383	0.551	0.539	0.91
8606	8604	0.551	0.110	0.80
11168	3968	0.550	0.537	0.85
2841	4585	0.550	0.495	0.82
3194	6788	0.550	0.514	0.83
331	330	0.550	0.535	0.93
498	504	0.549	0.436	0.86
